Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
WBY50342,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866282,Camel/Ethiopia/Babile/CAC4849/2017,Betacoronavirus cameli,112,ORF8b,2017-10-11
WBY50343,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,7078,ORF1ab,2017-10-09
WBY50344,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,4391,ORF1a,2017-10-09
WBY50345,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,1353,S protein,2017-10-09
WBY50346,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,114,ORF3,2017-10-09
WBY50347,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,109,ORF4a,2017-10-09
WBY50348,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,246,ORF4b,2017-10-09
WBY50349,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,224,ORF5,2017-10-09
WBY50350,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,82,E protein,2017-10-09
WBY50351,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,219,M protein,2017-10-09
WBY50352,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,413,N protein,2017-10-09
WBY50353,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866283,Camel/Ethiopia/Babile/CAC4855/2017,Betacoronavirus cameli,112,ORF8b,2017-10-09
WBY50354,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,7078,ORF1ab,2017-10-11
WBY50355,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,4391,ORF1a,2017-10-11
WBY50356,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,1353,S protein,2017-10-11
WBY50357,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,114,ORF3,2017-10-11
WBY50358,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,109,ORF4a,2017-10-11
WBY50359,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,246,ORF4b,2017-10-11
WBY50360,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,224,ORF5,2017-10-11
WBY50361,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,82,E protein,2017-10-11
WBY50362,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,219,M protein,2017-10-11
WBY50363,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,413,N protein,2017-10-11
WBY50364,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866284,Camel/Ethiopia/Babile/CAC4868/2017,Betacoronavirus cameli,112,ORF8b,2017-10-11
WBY50365,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,7078,ORF1ab,2019-09-23
WBY50366,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,4391,ORF1a,2019-09-23
WBY50367,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,1353,S protein,2019-09-23
WBY50368,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,109,ORF4a,2019-09-23
WBY50369,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,228,ORF5,2019-09-23
WBY50370,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,82,E protein,2019-09-23
WBY50371,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,219,M protein,2019-09-23
WBY50372,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,413,N protein,2019-09-23
WBY50373,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,112,ORF8b,2019-09-23
WBY50374,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,87,ORF3,2019-09-23
WBY50375,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866285,Camel/Ethiopia/Akaki/CAC9648/2019,Betacoronavirus cameli,244,ORF4b,2019-09-23
WBY50376,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,1353,S protein,2019-09-23
WBY50377,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,109,ORF4a,2019-09-23
WBY50378,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,228,ORF5,2019-09-23
WBY50379,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,82,E protein,2019-09-23
WBY50380,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,219,M protein,2019-09-23
WBY50381,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,413,N protein,2019-09-23
WBY50382,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,112,ORF8b,2019-09-23
WBY50383,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,87,ORF3,2019-09-23
WBY50384,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866286,Camel/Ethiopia/Akaki/CAC9650/2019,Betacoronavirus cameli,244,ORF4b,2019-09-23
WBY50385,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,7078,ORF1ab,2019-10-29
WBY50386,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,4391,ORF1a,2019-10-29
WBY50387,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,1353,S protein,2019-10-29
WBY50388,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,99,ORF3,2019-10-29
WBY50389,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,109,ORF4a,2019-10-29
WBY50390,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,246,ORF4b,2019-10-29
WBY50391,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,224,ORF5,2019-10-29
WBY50392,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,82,E protein,2019-10-29
WBY50393,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,219,M protein,2019-10-29
WBY50394,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,413,N protein,2019-10-29
WBY50395,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866287,Camel/Ethiopia/Akaki/CAC9670/2019,Betacoronavirus cameli,112,ORF8b,2019-10-29
WBY50396,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-24
WBY50397,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-24
WBY50398,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,1353,S protein,2019-11-24
WBY50399,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,99,ORF3,2019-11-24
WBY50400,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,109,ORF4a,2019-11-24
WBY50401,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,246,ORF4b,2019-11-24
WBY50402,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,224,ORF5,2019-11-24
WBY50403,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,82,E protein,2019-11-24
WBY50404,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,219,M protein,2019-11-24
WBY50405,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,413,N protein,2019-11-24
WBY50406,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866288,Camel/Ethiopia/Akaki/CAC9691/2019,Betacoronavirus cameli,112,ORF8b,2019-11-24
WBY50407,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-19
WBY50408,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-19
WBY50409,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,1353,S protein,2019-11-19
WBY50410,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,109,ORF4a,2019-11-19
WBY50411,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,224,ORF5,2019-11-19
WBY50412,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,82,E protein,2019-11-19
WBY50413,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,219,M protein,2019-11-19
WBY50414,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,413,N protein,2019-11-19
WBY50415,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,112,ORF8b,2019-11-19
WBY50416,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,97,ORF3,2019-11-19
WBY50417,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866289,Camel/Ethiopia/Amibara/CAC11175/2019,Betacoronavirus cameli,244,ORF4b,2019-11-19
WBY50418,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-19
WBY50419,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-19
WBY50420,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,1353,S protein,2019-11-19
WBY50421,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,109,ORF4a,2019-11-19
WBY50422,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,224,ORF5,2019-11-19
WBY50423,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,82,E protein,2019-11-19
WBY50424,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,219,M protein,2019-11-19
WBY50425,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,413,N protein,2019-11-19
WBY50426,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,112,ORF8b,2019-11-19
WBY50427,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,97,ORF3,2019-11-19
WBY50428,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866290,Camel/Ethiopia/Amibara/CAC11179/2019,Betacoronavirus cameli,244,ORF4b,2019-11-19
WBY50429,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-20
WBY50430,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-20
WBY50431,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,1353,S protein,2019-11-20
WBY50432,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,109,ORF4a,2019-11-20
WBY50433,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,224,ORF5,2019-11-20
WBY50434,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,82,E protein,2019-11-20
WBY50435,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,219,M protein,2019-11-20
WBY50436,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,413,N protein,2019-11-20
WBY50437,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,112,ORF8b,2019-11-20
WBY50438,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,97,ORF3,2019-11-20
WBY50439,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866291,Camel/Ethiopia/Amibara/CAC11181/2019,Betacoronavirus cameli,244,ORF4b,2019-11-20
WBY50440,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-21
WBY50441,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-21
WBY50442,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,1353,S protein,2019-11-21
WBY50443,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,109,ORF4a,2019-11-21
WBY50444,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,224,ORF5,2019-11-21
WBY50445,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,82,E protein,2019-11-21
WBY50446,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,219,M protein,2019-11-21
WBY50447,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,413,N protein,2019-11-21
WBY50448,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,112,ORF8b,2019-11-21
WBY50449,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,97,ORF3,2019-11-21
WBY50450,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866292,Camel/Ethiopia/Amibara/CAC11188/2019,Betacoronavirus cameli,244,ORF4b,2019-11-21
WBY50451,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-22
WBY50452,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-22
WBY50453,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,1353,S protein,2019-11-22
WBY50454,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,109,ORF4a,2019-11-22
WBY50455,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,224,ORF5,2019-11-22
WBY50456,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,82,E protein,2019-11-22
WBY50457,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,219,M protein,2019-11-22
WBY50458,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,413,N protein,2019-11-22
WBY50459,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,112,ORF8b,2019-11-22
WBY50460,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,97,ORF3,2019-11-22
WBY50461,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866293,Camel/Ethiopia/Amibara/CAC11191/2019,Betacoronavirus cameli,244,ORF4b,2019-11-22
WBY50462,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,7078,ORF1ab,2019-11-23
WBY50463,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,4391,ORF1a,2019-11-23
WBY50464,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,1353,S protein,2019-11-23
WBY50465,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,109,ORF4a,2019-11-23
WBY50466,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,224,ORF5,2019-11-23
WBY50467,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,82,E protein,2019-11-23
WBY50468,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,219,M protein,2019-11-23
WBY50469,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,413,N protein,2019-11-23
WBY50470,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,112,ORF8b,2019-11-23
WBY50471,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,97,ORF3,2019-11-23
WBY50472,Middle East respiratory syndrome-related coronavirus,GenBank,,OP866294,Camel/Ethiopia/Amibara/CAC11202/2019,Betacoronavirus cameli,244,ORF4b,2019-11-23
WAM65128,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,1353,S protein,2013
WAM65129,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,103,ORF3,2013
WAM65130,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,109,ORF4a,2013
WAM65131,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,246,ORF4b,2013
WAM65132,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,224,ORF5,2013
WAM65133,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,82,E protein,2013
WAM65134,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,219,M protein,2013
WAM65135,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,413,N protein,2013
WAM65136,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,4391,ORF1a,2013
WAM65137,Middle East respiratory syndrome-related coronavirus,GenBank,,OP906306,NRCE-HKU270,Betacoronavirus cameli,7078,ORF1ab,2013
QQK33709,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322769,MERS-CoV/camel/Tunisia/033,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33710,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322770,MERS-CoV/camel/Tunisia/151,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33711,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322771,MERS-CoV/camel/Tunisia/159,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33712,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322772,MERS-CoV/camel/Tunisia/164,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33713,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322773,MERS-CoV/camel/Tunisia/167,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33714,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322774,MERS-CoV/camel/Tunisia/193,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33715,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322775,MERS-CoV/camel/Tunisia/194,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33716,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322776,MERS-CoV/camel/Tunisia/195,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33717,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322777,MERS-CoV/camel/Tunisia/197,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33718,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322778,MERS-CoV/camel/Tunisia/236,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33719,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322779,MERS-CoV/camel/Tunisia/315,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33720,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322780,MERS-CoV/camel/Tunisia/413,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33721,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322781,MERS-CoV/camel/Tunisia/438,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33722,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322782,MERS-CoV/camel/Tunisia/507,Betacoronavirus cameli,212,spike glycoprotein,2020-01
QQK33723,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322783,MERS-CoV/camel/Tunisia/033,Betacoronavirus cameli,246,ORF4b,2020-01
QQK33724,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322784,MERS-CoV/camel/Tunisia/151,Betacoronavirus cameli,239,mutant ORF4b,2020-01
QQK33725,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322785,MERS-CoV/camel/Tunisia/159,Betacoronavirus cameli,73,truncated ORF4b,2020-01
QQK33726,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322786,MERS-CoV/camel/Tunisia/164,Betacoronavirus cameli,73,truncated ORF4b,2020-01
QQK33727,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322787,MERS-CoV/camel/Tunisia/167,Betacoronavirus cameli,246,ORF4b,2020-01
QQK33728,Middle East respiratory syndrome-related coronavirus,GenBank,,MW322788,MERS-CoV/camel/Tunisia/193,Betacoronavirus cameli,246,ORF4b,2020-01
