Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
UZN72601,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,278,32 kDa non-structural protein,2022-05-19
UZN72602,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,424,hemagglutinin-esterase glycoprotein,2022-05-19
UZN72603,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,1363,spike structural protein,2022-05-19
UZN72604,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,25,4.9 kDa non-structural protein,2022-05-19
UZN72605,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,45,4.8 kDa non-structural protein,2022-05-19
UZN72606,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,109,12.7 kDa non-structural protein,2022-05-19
UZN72607,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,84,small membrane protein,2022-05-19
UZN72608,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,230,matrix protein,2022-05-19
UZN72609,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,448,nucleocapsid protein,2022-05-19
UZN72610,Bovine coronavirus,GenBank,,OP820541,BCoV/IND/2022/N471,Betacoronavirus 1,207,internal protein,2022-05-19
WNV26549,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26550,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26551,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26552,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,423,hemagglutinin-esterase,2022
WNV26553,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26554,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26555,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26556,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26557,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26558,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26559,Bovine coronavirus,GenBank,,OR612019,BCoV/SWUN/HXD10/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26560,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26561,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26562,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26563,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26564,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26565,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,24,nonstructural protein,2022
WNV26566,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26567,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26568,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26569,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26570,Bovine coronavirus,GenBank,,OR612020,BCoV/SWUN/XHD6/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26571,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26572,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26573,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26574,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26575,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26576,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,24,nonstructural protein,2022
WNV26577,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26578,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26579,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26580,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26581,Bovine coronavirus,GenBank,,OR612021,BCoV/SWUN/XHD5/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26582,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26583,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26584,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26585,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26586,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26587,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26588,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26589,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26590,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26591,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26592,Bovine coronavirus,GenBank,,OR612022,BCoV/SWUN/HXD1/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26593,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26594,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26595,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26596,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26597,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26598,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26599,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26600,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26601,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26602,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26603,Bovine coronavirus,GenBank,,OR612023,BCoV/SWUN/HXD2/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26604,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26605,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26606,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26607,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26608,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26609,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26610,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26611,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26612,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26613,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26614,Bovine coronavirus,GenBank,,OR612024,BCoV/SWUN/HXD3/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26615,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26616,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26617,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26618,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26619,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26620,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26621,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26622,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26623,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26624,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26625,Bovine coronavirus,GenBank,,OR612025,BCoV/SWUN/HXD4/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26626,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26627,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26628,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26629,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26630,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26631,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26632,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26633,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26634,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26635,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26636,Bovine coronavirus,GenBank,,OR612026,BCoV/SWUN/HXD6/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26637,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV26638,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV26639,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV26640,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV26641,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,1363,spike protein,2022
WNV26642,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV26643,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV26644,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV26645,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,84,envelope protein,2022
WNV26646,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,230,membrane protein,2022
WNV26647,Bovine coronavirus,GenBank,,OR612027,BCoV/SWUN/HXD7/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV26914,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,7085,ORF1ab polyprotein,2023
WNV26915,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,4383,ORF1a polyprotein,2023
WNV26916,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,278,NS2 protein,2023
WNV26917,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,424,HE protein,2023
WNV26918,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,1363,S protein,2023
WNV26919,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,29,NS4.9 protein,2023
WNV26920,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,109,NS12.7 protein,2023
WNV26921,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,84,E protein,2023
WNV26922,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,230,M protein,2023
WNV26923,Bovine coronavirus,GenBank,,OR454204,BCoV/YNZT/2023,Betacoronavirus 1,448,N protein,2023
WNV27023,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV27024,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV27025,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV27026,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV27027,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,1363,spike protein,2022
WNV27028,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV27029,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV27030,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV27031,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,84,envelope protein,2022
WNV27032,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,230,membrane protein,2022
WNV27033,Bovine coronavirus,GenBank,,OR621174,BCoV/SWUN/XHD7/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV27034,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV27035,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV27036,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV27037,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV27038,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,1363,spike protein,2022
WNV27039,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV27040,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV27041,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV27042,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,84,envelope protein,2022
WNV27043,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,230,membrane protein,2022
WNV27044,Bovine coronavirus,GenBank,,OR621175,BCoV/SWUN/HXD8/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV27045,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV27046,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV27047,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV27048,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV27049,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,1363,spike protein,2022
WNV27050,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV27051,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV27052,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV27053,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,84,envelope protein,2022
WNV27054,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,230,membrane protein,2022
WNV27055,Bovine coronavirus,GenBank,,OR621176,BCoV/SWUN/XHD1/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV27056,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV27057,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV27058,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV27059,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV27060,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,1363,spike protein,2022
WNV27061,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV27062,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV27063,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV27064,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,84,envelope protein,2022
WNV27065,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,230,membrane protein,2022
WNV27066,Bovine coronavirus,GenBank,,OR621177,BCoV/SWUN/XHD3/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNV27067,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNV27068,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNV27069,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNV27070,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNV27071,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,1363,spike protein,2022
WNV27072,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNV27073,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNV27074,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNV27075,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,84,envelope protein,2022
WNV27076,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,230,membrane protein,2022
WNV27077,Bovine coronavirus,GenBank,,OR621178,BCoV/SWUN/XHD4/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNN28964,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNN28965,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNN28966,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNN28967,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNN28968,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,1363,spike protein,2022
WNN28969,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNN28970,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNN28971,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNN28972,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,84,envelope protein,2022
WNN28973,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,230,membrane protein,2022
WNN28974,Bovine coronavirus,GenBank,,OR596700,BCoV/SWUN/XHD2/2022,Betacoronavirus 1,149,nucleocapsid protein,2022
WNN28997,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,7091,ORF1ab polyprotein,2022
WNN28998,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,4380,ORF1a polyprotein,2022
WNN28999,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNN29000,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
WNN29001,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,1363,spike protein,2022
WNN29002,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNN29003,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNN29004,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNN29005,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,84,envelope protein,2022
WNN29006,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,230,membrane protein,2022
WNN29007,Bovine coronavirus,GenBank,,OR603988,BCoV/SWUN/HXD9/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNN29008,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,7094,ORF1ab polyprotein,2022
WNN29009,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,4383,ORF1a polyprotein,2022
WNN29010,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,278,nonstructural protein,2022
WNN29011,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,424,hemagglutinin-esterase,2022
