Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
XIF71620,GenBank,PQ466793,,4b protein,Human coronavirus 229E,UKN16_229E_6,118,2016-12-15
XIF71621,GenBank,PQ466793,,envelope protein,Human coronavirus 229E,UKN16_229E_6,77,2016-12-15
XIF71622,GenBank,PQ466793,,membrane protein,Human coronavirus 229E,UKN16_229E_6,225,2016-12-15
XIF71623,GenBank,PQ466793,,nucleocapsid protein,Human coronavirus 229E,UKN16_229E_6,389,2016-12-15
XIF71624,GenBank,PQ466794,,replicase polyprotein 1ab,Human coronavirus 229E,UKN16_229E_7,6755,2016-12-17
XIF71625,GenBank,PQ466794,,surface glycoprotein,Human coronavirus 229E,UKN16_229E_7,1171,2016-12-17
XIF71626,GenBank,PQ466794,,4a protein,Human coronavirus 229E,UKN16_229E_7,219,2016-12-17
XIF71627,GenBank,PQ466794,,4b protein,Human coronavirus 229E,UKN16_229E_7,118,2016-12-17
XIF71628,GenBank,PQ466794,,envelope protein,Human coronavirus 229E,UKN16_229E_7,77,2016-12-17
XIF71629,GenBank,PQ466794,,membrane protein,Human coronavirus 229E,UKN16_229E_7,225,2016-12-17
XIF71630,GenBank,PQ466794,,nucleocapsid protein,Human coronavirus 229E,UKN16_229E_7,389,2016-12-17
XIF71631,GenBank,PQ466795,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_1,6755,2017-01-03
XIF71632,GenBank,PQ466795,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_1,1171,2017-01-03
XIF71633,GenBank,PQ466795,,4a protein,Human coronavirus 229E,UKN17_229E_1,219,2017-01-03
XIF71634,GenBank,PQ466795,,4b protein,Human coronavirus 229E,UKN17_229E_1,118,2017-01-03
XIF71635,GenBank,PQ466795,,envelope protein,Human coronavirus 229E,UKN17_229E_1,77,2017-01-03
XIF71636,GenBank,PQ466795,,membrane protein,Human coronavirus 229E,UKN17_229E_1,225,2017-01-03
XIF71637,GenBank,PQ466795,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_1,389,2017-01-03
XIF71638,GenBank,PQ466796,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_2,6755,2017-01-05
XIF71639,GenBank,PQ466796,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_2,1171,2017-01-05
XIF71640,GenBank,PQ466796,,4a protein,Human coronavirus 229E,UKN17_229E_2,219,2017-01-05
XIF71641,GenBank,PQ466796,,4b protein,Human coronavirus 229E,UKN17_229E_2,118,2017-01-05
XIF71642,GenBank,PQ466796,,envelope protein,Human coronavirus 229E,UKN17_229E_2,77,2017-01-05
XIF71643,GenBank,PQ466796,,membrane protein,Human coronavirus 229E,UKN17_229E_2,225,2017-01-05
XIF71644,GenBank,PQ466796,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_2,389,2017-01-05
XIF71645,GenBank,PQ466797,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_3,6755,2017-01-05
XIF71646,GenBank,PQ466797,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_3,1171,2017-01-05
XIF71647,GenBank,PQ466797,,4a protein,Human coronavirus 229E,UKN17_229E_3,219,2017-01-05
XIF71648,GenBank,PQ466797,,4b protein,Human coronavirus 229E,UKN17_229E_3,118,2017-01-05
XIF71649,GenBank,PQ466797,,envelope protein,Human coronavirus 229E,UKN17_229E_3,77,2017-01-05
XIF71650,GenBank,PQ466797,,membrane protein,Human coronavirus 229E,UKN17_229E_3,225,2017-01-05
XIF71651,GenBank,PQ466797,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_3,389,2017-01-05
XIF71652,GenBank,PQ466798,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_4,6755,2017-01-05
XIF71653,GenBank,PQ466798,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_4,1171,2017-01-05
XIF71654,GenBank,PQ466798,,4a protein,Human coronavirus 229E,UKN17_229E_4,219,2017-01-05
XIF71655,GenBank,PQ466798,,4b protein,Human coronavirus 229E,UKN17_229E_4,118,2017-01-05
XIF71656,GenBank,PQ466798,,envelope protein,Human coronavirus 229E,UKN17_229E_4,77,2017-01-05
XIF71657,GenBank,PQ466798,,membrane protein,Human coronavirus 229E,UKN17_229E_4,225,2017-01-05
XIF71658,GenBank,PQ466798,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_4,389,2017-01-05
XIF71659,GenBank,PQ466799,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_5,6755,2017-01-08
XIF71660,GenBank,PQ466799,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_5,1171,2017-01-08
XIF71661,GenBank,PQ466799,,4a protein,Human coronavirus 229E,UKN17_229E_5,219,2017-01-08
XIF71662,GenBank,PQ466799,,4b protein,Human coronavirus 229E,UKN17_229E_5,118,2017-01-08
XIF71663,GenBank,PQ466799,,envelope protein,Human coronavirus 229E,UKN17_229E_5,77,2017-01-08
XIF71664,GenBank,PQ466799,,membrane protein,Human coronavirus 229E,UKN17_229E_5,225,2017-01-08
XIF71665,GenBank,PQ466799,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_5,389,2017-01-08
XIF71666,GenBank,PQ466800,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_6,6755,2017-01-11
XIF71667,GenBank,PQ466800,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_6,1171,2017-01-11
XIF71668,GenBank,PQ466800,,4a protein,Human coronavirus 229E,UKN17_229E_6,219,2017-01-11
XIF71669,GenBank,PQ466800,,4b protein,Human coronavirus 229E,UKN17_229E_6,118,2017-01-11
XIF71670,GenBank,PQ466800,,envelope protein,Human coronavirus 229E,UKN17_229E_6,77,2017-01-11
XIF71671,GenBank,PQ466800,,membrane protein,Human coronavirus 229E,UKN17_229E_6,225,2017-01-11
XIF71672,GenBank,PQ466800,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_6,389,2017-01-11
XIF71673,GenBank,PQ466801,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_7,6755,2017-01-13
XIF71674,GenBank,PQ466801,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_7,1171,2017-01-13
XIF71675,GenBank,PQ466801,,4a protein,Human coronavirus 229E,UKN17_229E_7,219,2017-01-13
XIF71676,GenBank,PQ466801,,4b protein,Human coronavirus 229E,UKN17_229E_7,118,2017-01-13
XIF71677,GenBank,PQ466801,,envelope protein,Human coronavirus 229E,UKN17_229E_7,77,2017-01-13
XIF71678,GenBank,PQ466801,,membrane protein,Human coronavirus 229E,UKN17_229E_7,225,2017-01-13
XIF71679,GenBank,PQ466801,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_7,389,2017-01-13
XIF71680,GenBank,PQ466802,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_8,6755,2017-01-22
XIF71681,GenBank,PQ466802,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_8,1171,2017-01-22
XIF71682,GenBank,PQ466802,,4a protein,Human coronavirus 229E,UKN17_229E_8,219,2017-01-22
XIF71683,GenBank,PQ466802,,4b protein,Human coronavirus 229E,UKN17_229E_8,118,2017-01-22
XIF71684,GenBank,PQ466802,,envelope protein,Human coronavirus 229E,UKN17_229E_8,77,2017-01-22
XIF71685,GenBank,PQ466802,,membrane protein,Human coronavirus 229E,UKN17_229E_8,225,2017-01-22
XIF71686,GenBank,PQ466802,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_8,389,2017-01-22
XIF71687,GenBank,PQ466803,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_9,6755,2017-01-24
XIF71688,GenBank,PQ466803,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_9,1171,2017-01-24
XIF71689,GenBank,PQ466803,,4a protein,Human coronavirus 229E,UKN17_229E_9,219,2017-01-24
XIF71690,GenBank,PQ466803,,4b protein,Human coronavirus 229E,UKN17_229E_9,118,2017-01-24
XIF71691,GenBank,PQ466803,,envelope protein,Human coronavirus 229E,UKN17_229E_9,77,2017-01-24
XIF71692,GenBank,PQ466803,,membrane protein,Human coronavirus 229E,UKN17_229E_9,225,2017-01-24
XIF71693,GenBank,PQ466803,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_9,389,2017-01-24
XIF71694,GenBank,PQ466804,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_10,6755,2017-01-24
XIF71695,GenBank,PQ466804,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_10,1171,2017-01-24
XIF71696,GenBank,PQ466804,,4a protein,Human coronavirus 229E,UKN17_229E_10,219,2017-01-24
XIF71697,GenBank,PQ466804,,4b protein,Human coronavirus 229E,UKN17_229E_10,118,2017-01-24
XIF71698,GenBank,PQ466804,,envelope protein,Human coronavirus 229E,UKN17_229E_10,77,2017-01-24
XIF71699,GenBank,PQ466804,,membrane protein,Human coronavirus 229E,UKN17_229E_10,225,2017-01-24
XIF71700,GenBank,PQ466804,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_10,389,2017-01-24
XIF71701,GenBank,PQ466805,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_11,6755,2017-01-25
XIF71702,GenBank,PQ466805,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_11,1171,2017-01-25
XIF71703,GenBank,PQ466805,,4a protein,Human coronavirus 229E,UKN17_229E_11,219,2017-01-25
XIF71704,GenBank,PQ466805,,4b protein,Human coronavirus 229E,UKN17_229E_11,118,2017-01-25
XIF71705,GenBank,PQ466805,,envelope protein,Human coronavirus 229E,UKN17_229E_11,77,2017-01-25
XIF71706,GenBank,PQ466805,,membrane protein,Human coronavirus 229E,UKN17_229E_11,225,2017-01-25
XIF71707,GenBank,PQ466805,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_11,389,2017-01-25
XIF71708,GenBank,PQ466806,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_12,6750,2017-01-25
XIF71709,GenBank,PQ466806,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_12,1171,2017-01-25
XIF71710,GenBank,PQ466806,,4a protein,Human coronavirus 229E,UKN17_229E_12,219,2017-01-25
XIF71711,GenBank,PQ466806,,4b protein,Human coronavirus 229E,UKN17_229E_12,118,2017-01-25
XIF71712,GenBank,PQ466806,,envelope protein,Human coronavirus 229E,UKN17_229E_12,77,2017-01-25
XIF71713,GenBank,PQ466806,,membrane protein,Human coronavirus 229E,UKN17_229E_12,225,2017-01-25
XIF71714,GenBank,PQ466806,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_12,389,2017-01-25
XIF71715,GenBank,PQ466807,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_13,6755,2017-01-29
XIF71716,GenBank,PQ466807,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_13,1171,2017-01-29
XIF71717,GenBank,PQ466807,,4a protein,Human coronavirus 229E,UKN17_229E_13,219,2017-01-29
XIF71718,GenBank,PQ466807,,4b protein,Human coronavirus 229E,UKN17_229E_13,118,2017-01-29
XIF71719,GenBank,PQ466807,,envelope protein,Human coronavirus 229E,UKN17_229E_13,77,2017-01-29
XIF71720,GenBank,PQ466807,,membrane protein,Human coronavirus 229E,UKN17_229E_13,225,2017-01-29
XIF71721,GenBank,PQ466807,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_13,389,2017-01-29
XIF71722,GenBank,PQ466808,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_14,6755,2017-01-29
XIF71723,GenBank,PQ466808,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_14,1171,2017-01-29
XIF71724,GenBank,PQ466808,,4a protein,Human coronavirus 229E,UKN17_229E_14,219,2017-01-29
XIF71725,GenBank,PQ466808,,4b protein,Human coronavirus 229E,UKN17_229E_14,118,2017-01-29
XIF71726,GenBank,PQ466808,,envelope protein,Human coronavirus 229E,UKN17_229E_14,77,2017-01-29
XIF71727,GenBank,PQ466808,,membrane protein,Human coronavirus 229E,UKN17_229E_14,225,2017-01-29
XIF71728,GenBank,PQ466808,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_14,389,2017-01-29
XIF71729,GenBank,PQ466809,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_15,6755,2017-01-30
XIF71730,GenBank,PQ466809,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_15,1171,2017-01-30
XIF71731,GenBank,PQ466809,,4a protein,Human coronavirus 229E,UKN17_229E_15,219,2017-01-30
XIF71732,GenBank,PQ466809,,4b protein,Human coronavirus 229E,UKN17_229E_15,118,2017-01-30
XIF71733,GenBank,PQ466809,,envelope protein,Human coronavirus 229E,UKN17_229E_15,77,2017-01-30
XIF71734,GenBank,PQ466809,,membrane protein,Human coronavirus 229E,UKN17_229E_15,225,2017-01-30
XIF71735,GenBank,PQ466809,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_15,389,2017-01-30
XIF71736,GenBank,PQ466810,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_16,6755,2017-01-30
XIF71737,GenBank,PQ466810,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_16,1171,2017-01-30
XIF71738,GenBank,PQ466810,,4a protein,Human coronavirus 229E,UKN17_229E_16,219,2017-01-30
XIF71739,GenBank,PQ466810,,4b protein,Human coronavirus 229E,UKN17_229E_16,118,2017-01-30
XIF71740,GenBank,PQ466810,,envelope protein,Human coronavirus 229E,UKN17_229E_16,77,2017-01-30
XIF71741,GenBank,PQ466810,,membrane protein,Human coronavirus 229E,UKN17_229E_16,225,2017-01-30
XIF71742,GenBank,PQ466810,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_16,389,2017-01-30
XIF71743,GenBank,PQ466811,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_17,6755,2017-01-30
XIF71744,GenBank,PQ466811,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_17,1171,2017-01-30
XIF71745,GenBank,PQ466811,,4a protein,Human coronavirus 229E,UKN17_229E_17,219,2017-01-30
XIF71746,GenBank,PQ466811,,4b protein,Human coronavirus 229E,UKN17_229E_17,118,2017-01-30
XIF71747,GenBank,PQ466811,,envelope protein,Human coronavirus 229E,UKN17_229E_17,77,2017-01-30
XIF71748,GenBank,PQ466811,,membrane protein,Human coronavirus 229E,UKN17_229E_17,225,2017-01-30
XIF71749,GenBank,PQ466811,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_17,389,2017-01-30
XIF71750,GenBank,PQ466812,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_18,6755,2017-01-30
XIF71751,GenBank,PQ466812,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_18,1171,2017-01-30
XIF71752,GenBank,PQ466812,,4a protein,Human coronavirus 229E,UKN17_229E_18,219,2017-01-30
XIF71753,GenBank,PQ466812,,4b protein,Human coronavirus 229E,UKN17_229E_18,118,2017-01-30
XIF71754,GenBank,PQ466812,,envelope protein,Human coronavirus 229E,UKN17_229E_18,77,2017-01-30
XIF71755,GenBank,PQ466812,,membrane protein,Human coronavirus 229E,UKN17_229E_18,225,2017-01-30
XIF71756,GenBank,PQ466812,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_18,389,2017-01-30
XIF71757,GenBank,PQ466813,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_19,6755,2017-01-31
XIF71758,GenBank,PQ466813,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_19,1171,2017-01-31
XIF71759,GenBank,PQ466813,,4a protein,Human coronavirus 229E,UKN17_229E_19,219,2017-01-31
XIF71760,GenBank,PQ466813,,4b protein,Human coronavirus 229E,UKN17_229E_19,118,2017-01-31
XIF71761,GenBank,PQ466813,,envelope protein,Human coronavirus 229E,UKN17_229E_19,77,2017-01-31
XIF71762,GenBank,PQ466813,,membrane protein,Human coronavirus 229E,UKN17_229E_19,225,2017-01-31
XIF71763,GenBank,PQ466813,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_19,389,2017-01-31
XIF71764,GenBank,PQ466814,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_20,6755,2017-01-31
XIF71765,GenBank,PQ466814,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_20,1171,2017-01-31
XIF71766,GenBank,PQ466814,,4a protein,Human coronavirus 229E,UKN17_229E_20,219,2017-01-31
XIF71767,GenBank,PQ466814,,4b protein,Human coronavirus 229E,UKN17_229E_20,118,2017-01-31
XIF71768,GenBank,PQ466814,,envelope protein,Human coronavirus 229E,UKN17_229E_20,77,2017-01-31
XIF71769,GenBank,PQ466814,,membrane protein,Human coronavirus 229E,UKN17_229E_20,225,2017-01-31
XIF71770,GenBank,PQ466814,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_20,389,2017-01-31
XIF71771,GenBank,PQ466815,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_21,6754,2017-02-01
XIF71772,GenBank,PQ466815,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_21,1171,2017-02-01
XIF71773,GenBank,PQ466815,,4a protein,Human coronavirus 229E,UKN17_229E_21,219,2017-02-01
XIF71774,GenBank,PQ466815,,4b protein,Human coronavirus 229E,UKN17_229E_21,118,2017-02-01
XIF71775,GenBank,PQ466815,,envelope protein,Human coronavirus 229E,UKN17_229E_21,77,2017-02-01
XIF71776,GenBank,PQ466815,,membrane protein,Human coronavirus 229E,UKN17_229E_21,225,2017-02-01
XIF71777,GenBank,PQ466815,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_21,389,2017-02-01
XIF71778,GenBank,PQ466816,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_22,6755,2017-02-05
XIF71779,GenBank,PQ466816,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_22,1171,2017-02-05
XIF71780,GenBank,PQ466816,,4a protein,Human coronavirus 229E,UKN17_229E_22,219,2017-02-05
XIF71781,GenBank,PQ466816,,4b protein,Human coronavirus 229E,UKN17_229E_22,118,2017-02-05
XIF71782,GenBank,PQ466816,,envelope protein,Human coronavirus 229E,UKN17_229E_22,77,2017-02-05
XIF71783,GenBank,PQ466816,,membrane protein,Human coronavirus 229E,UKN17_229E_22,225,2017-02-05
XIF71784,GenBank,PQ466816,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_22,389,2017-02-05
XIF71785,GenBank,PQ466817,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_23,6755,2017-02-07
XIF71786,GenBank,PQ466817,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_23,1171,2017-02-07
XIF71787,GenBank,PQ466817,,4a protein,Human coronavirus 229E,UKN17_229E_23,219,2017-02-07
XIF71788,GenBank,PQ466817,,4b protein,Human coronavirus 229E,UKN17_229E_23,118,2017-02-07
XIF71789,GenBank,PQ466817,,envelope protein,Human coronavirus 229E,UKN17_229E_23,77,2017-02-07
XIF71790,GenBank,PQ466817,,membrane protein,Human coronavirus 229E,UKN17_229E_23,225,2017-02-07
XIF71791,GenBank,PQ466817,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_23,389,2017-02-07
XIF71792,GenBank,PQ466818,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_24,6755,2017-02-08
XIF71793,GenBank,PQ466818,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_24,1171,2017-02-08
XIF71794,GenBank,PQ466818,,4a protein,Human coronavirus 229E,UKN17_229E_24,219,2017-02-08
XIF71795,GenBank,PQ466818,,4b protein,Human coronavirus 229E,UKN17_229E_24,118,2017-02-08
XIF71796,GenBank,PQ466818,,envelope protein,Human coronavirus 229E,UKN17_229E_24,77,2017-02-08
XIF71797,GenBank,PQ466818,,membrane protein,Human coronavirus 229E,UKN17_229E_24,225,2017-02-08
XIF71798,GenBank,PQ466818,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_24,389,2017-02-08
XIF71799,GenBank,PQ466819,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_25,6755,2017-02-10
XIF71800,GenBank,PQ466819,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_25,1171,2017-02-10
XIF71801,GenBank,PQ466819,,4a protein,Human coronavirus 229E,UKN17_229E_25,219,2017-02-10
XIF71802,GenBank,PQ466819,,4b protein,Human coronavirus 229E,UKN17_229E_25,118,2017-02-10
XIF71803,GenBank,PQ466819,,envelope protein,Human coronavirus 229E,UKN17_229E_25,77,2017-02-10
XIF71804,GenBank,PQ466819,,membrane protein,Human coronavirus 229E,UKN17_229E_25,225,2017-02-10
XIF71805,GenBank,PQ466819,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_25,389,2017-02-10
XIF71806,GenBank,PQ466820,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_26,6755,2017-02-10
XIF71807,GenBank,PQ466820,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_26,1171,2017-02-10
XIF71808,GenBank,PQ466820,,4a protein,Human coronavirus 229E,UKN17_229E_26,219,2017-02-10
XIF71809,GenBank,PQ466820,,4b protein,Human coronavirus 229E,UKN17_229E_26,118,2017-02-10
XIF71810,GenBank,PQ466820,,envelope protein,Human coronavirus 229E,UKN17_229E_26,77,2017-02-10
XIF71811,GenBank,PQ466820,,membrane protein,Human coronavirus 229E,UKN17_229E_26,225,2017-02-10
XIF71812,GenBank,PQ466820,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_26,389,2017-02-10
XIF71813,GenBank,PQ466821,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_27,6755,2017-02-12
XIF71814,GenBank,PQ466821,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_27,1171,2017-02-12
XIF71815,GenBank,PQ466821,,4a protein,Human coronavirus 229E,UKN17_229E_27,219,2017-02-12
XIF71816,GenBank,PQ466821,,4b protein,Human coronavirus 229E,UKN17_229E_27,118,2017-02-12
XIF71817,GenBank,PQ466821,,envelope protein,Human coronavirus 229E,UKN17_229E_27,77,2017-02-12
XIF71818,GenBank,PQ466821,,membrane protein,Human coronavirus 229E,UKN17_229E_27,225,2017-02-12
XIF71819,GenBank,PQ466821,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_27,389,2017-02-12
XIF71820,GenBank,PQ466822,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_28,6755,2017-02-11
XIF71821,GenBank,PQ466822,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_28,1171,2017-02-11
XIF71822,GenBank,PQ466822,,4a protein,Human coronavirus 229E,UKN17_229E_28,219,2017-02-11
XIF71823,GenBank,PQ466822,,4b protein,Human coronavirus 229E,UKN17_229E_28,118,2017-02-11
XIF71824,GenBank,PQ466822,,envelope protein,Human coronavirus 229E,UKN17_229E_28,77,2017-02-11
XIF71825,GenBank,PQ466822,,membrane protein,Human coronavirus 229E,UKN17_229E_28,225,2017-02-11
XIF71826,GenBank,PQ466822,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_28,389,2017-02-11
XIF71827,GenBank,PQ466823,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_29,6755,2017-02-13
XIF71828,GenBank,PQ466823,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_29,1171,2017-02-13
XIF71829,GenBank,PQ466823,,4a protein,Human coronavirus 229E,UKN17_229E_29,219,2017-02-13
XIF71830,GenBank,PQ466823,,4b protein,Human coronavirus 229E,UKN17_229E_29,118,2017-02-13
XIF71831,GenBank,PQ466823,,envelope protein,Human coronavirus 229E,UKN17_229E_29,77,2017-02-13
XIF71832,GenBank,PQ466823,,membrane protein,Human coronavirus 229E,UKN17_229E_29,225,2017-02-13
XIF71833,GenBank,PQ466823,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_29,389,2017-02-13
XIF71834,GenBank,PQ466824,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_30,6755,2017-02-14
XIF71835,GenBank,PQ466824,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_30,1171,2017-02-14
XIF71836,GenBank,PQ466824,,4a protein,Human coronavirus 229E,UKN17_229E_30,219,2017-02-14
XIF71837,GenBank,PQ466824,,4b protein,Human coronavirus 229E,UKN17_229E_30,118,2017-02-14
XIF71838,GenBank,PQ466824,,envelope protein,Human coronavirus 229E,UKN17_229E_30,77,2017-02-14
XIF71839,GenBank,PQ466824,,membrane protein,Human coronavirus 229E,UKN17_229E_30,225,2017-02-14
XIF71840,GenBank,PQ466824,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_30,389,2017-02-14
XIF71841,GenBank,PQ466825,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_31,6755,2017-02-15
XIF71842,GenBank,PQ466825,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_31,1171,2017-02-15
XIF71843,GenBank,PQ466825,,4a protein,Human coronavirus 229E,UKN17_229E_31,219,2017-02-15
XIF71844,GenBank,PQ466825,,4b protein,Human coronavirus 229E,UKN17_229E_31,118,2017-02-15
XIF71845,GenBank,PQ466825,,envelope protein,Human coronavirus 229E,UKN17_229E_31,77,2017-02-15
XIF71846,GenBank,PQ466825,,membrane protein,Human coronavirus 229E,UKN17_229E_31,225,2017-02-15
XIF71847,GenBank,PQ466825,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_31,389,2017-02-15
XIF71848,GenBank,PQ466826,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_32,6755,2017-02-15
XIF71849,GenBank,PQ466826,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_32,1171,2017-02-15
XIF71850,GenBank,PQ466826,,4a protein,Human coronavirus 229E,UKN17_229E_32,219,2017-02-15
XIF71851,GenBank,PQ466826,,4b protein,Human coronavirus 229E,UKN17_229E_32,118,2017-02-15
XIF71852,GenBank,PQ466826,,envelope protein,Human coronavirus 229E,UKN17_229E_32,77,2017-02-15
XIF71853,GenBank,PQ466826,,membrane protein,Human coronavirus 229E,UKN17_229E_32,225,2017-02-15
XIF71854,GenBank,PQ466826,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_32,389,2017-02-15
XIF71855,GenBank,PQ466827,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_33,6752,2017-02-16
XIF71856,GenBank,PQ466827,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_33,1171,2017-02-16
XIF71857,GenBank,PQ466827,,4a protein,Human coronavirus 229E,UKN17_229E_33,219,2017-02-16
XIF71858,GenBank,PQ466827,,4b protein,Human coronavirus 229E,UKN17_229E_33,118,2017-02-16
XIF71859,GenBank,PQ466827,,envelope protein,Human coronavirus 229E,UKN17_229E_33,77,2017-02-16
XIF71860,GenBank,PQ466827,,membrane protein,Human coronavirus 229E,UKN17_229E_33,225,2017-02-16
XIF71861,GenBank,PQ466827,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_33,389,2017-02-16
XIF71862,GenBank,PQ466828,,replicase polyprotein 1ab,Human coronavirus 229E,UKN17_229E_34,6754,2017-02-19
XIF71863,GenBank,PQ466828,,surface glycoprotein,Human coronavirus 229E,UKN17_229E_34,1171,2017-02-19
XIF71864,GenBank,PQ466828,,4a protein,Human coronavirus 229E,UKN17_229E_34,219,2017-02-19
XIF71865,GenBank,PQ466828,,4b protein,Human coronavirus 229E,UKN17_229E_34,118,2017-02-19
XIF71866,GenBank,PQ466828,,envelope protein,Human coronavirus 229E,UKN17_229E_34,77,2017-02-19
XIF71867,GenBank,PQ466828,,membrane protein,Human coronavirus 229E,UKN17_229E_34,225,2017-02-19
XIF71868,GenBank,PQ466828,,nucleocapsid protein,Human coronavirus 229E,UKN17_229E_34,389,2017-02-19
