Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
WRK12648,Feline coronavirus,GenBank,,PP067761,OM1164_Lung_2008_USA_RdRp,Alphacoronavirus 1,106,RdRp,2008-11
XCG97817,Feline coronavirus,GenBank,,PP896876,23-2020,Alphacoronavirus 1,65,RNA-dependent RNA polymerase,2020-11-25
XCA46985,Feline coronavirus,GenBank,,PP901870,FCoV/Thailand/CU26956/2021,Alphacoronavirus 1,1468,spike protein,2021-04
XCA46986,Feline coronavirus,GenBank,,PP901871,FCoV/Thailand/CU27009/2021,Alphacoronavirus 1,1467,spike protein,2021-04
XCA46987,Feline coronavirus,GenBank,,PP901872,FCoV/Thailand/CU27468/2021,Alphacoronavirus 1,1467,spike protein,2021-06
XCA46988,Feline coronavirus,GenBank,,PP901873,FCoV/Thailand/CU27529/2021,Alphacoronavirus 1,1466,spike protein,2021-07
XCA46989,Feline coronavirus,GenBank,,PP901874,FCoV/Thailand/CU27697/2021,Alphacoronavirus 1,1468,spike protein,2021-08
XCA46990,Feline coronavirus,GenBank,,PP901875,FCoV/Thailand/CU27717/2021,Alphacoronavirus 1,1467,spike protein,2021-08
XCA46991,Feline coronavirus,GenBank,,PP901876,FCoV/Thailand/CU27740/2021,Alphacoronavirus 1,1468,spike protein,2021-08
XCA46992,Feline coronavirus,GenBank,,PP901877,FCoV/Thailand/CU27788/2021,Alphacoronavirus 1,1469,spike protein,2021-09
XCA46993,Feline coronavirus,GenBank,,PP901878,FCoV/Thailand/CUFIP2922/2021,Alphacoronavirus 1,1468,spike protein,2021-10
XCA46994,Feline coronavirus,GenBank,,PP901879,FCoV/Thailand/CU26828/2021,Alphacoronavirus 1,632,spike protein,2021-03
XCA46995,Feline coronavirus,GenBank,,PP901880,FCoV/Thailand/CU26882/2021,Alphacoronavirus 1,632,spike protein,2021-03
XCA46996,Feline coronavirus,GenBank,,PP901881,FCoV/Thailand/CU27541/2021,Alphacoronavirus 1,632,spike protein,2021-08
XCA46997,Feline coronavirus,GenBank,,PP901882,FCoV/Thailand/CUFIP601/2021,Alphacoronavirus 1,632,spike protein,2021-02
XCA46998,Feline coronavirus,GenBank,,PP901883,FCoV/Thailand/CUFIP2175/2021,Alphacoronavirus 1,632,spike protein,2021-08
XCA46999,Feline coronavirus,GenBank,,PP901884,FCoV/Thailand/CUFIP2921/2021,Alphacoronavirus 1,632,spike protein,2021-10
XCA47000,Feline coronavirus,GenBank,,PP901885,FCoV/Thailand/CUFIP2960/2021,Alphacoronavirus 1,632,spike protein,2021-10
XCA47001,Feline coronavirus,GenBank,,PP901886,FCoV/Thailand/CUFIP3011/2021,Alphacoronavirus 1,192,spike protein,2021-11
XCA47002,Feline coronavirus,GenBank,,PP901887,FCoV/Thailand/CUFIP3031/2021,Alphacoronavirus 1,192,spike protein,2021-11
XCA47003,Feline coronavirus,GenBank,,PP901888,FCoV/Thailand/CUFIP3161/2021,Alphacoronavirus 1,192,spike protein,2021-11
XCA47004,Feline coronavirus,GenBank,,PP901889,FCoV/Thailand/CUFIP3175/2021,Alphacoronavirus 1,192,spike protein,2021-11
XCA47005,Feline coronavirus,GenBank,,PP901890,FCoV/Thailand/CUFIP3280/2021,Alphacoronavirus 1,192,spike protein,2021-11
XCA47258,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,6698,polyprotein 1ab,2021-07
XCA47259,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,4031,polyprotein 1a,2021-07
XCA47260,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,1468,spike protein,2021-07
XCA47261,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,70,non-structural protein 3a,2021-07
XCA47262,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,73,non-structural protein 3b,2021-07
XCA47263,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,237,non-structural protein 3c,2021-07
XCA47264,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,82,envelope protein,2021-07
XCA47265,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,262,membrane protein,2021-07
XCA47266,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,377,nucleocapsid protein,2021-07
XCA47267,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,101,non-structural protein 7a,2021-07
XCA47268,Feline coronavirus,GenBank,,PP908788,FCoV/Thailand/CU27528/2021,Alphacoronavirus 1,206,non-structural protein 7b,2021-07
XCA47269,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,6693,polyprotein 1ab,2021-08
XCA47270,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,4026,polyprotein 1a,2021-08
XCA47271,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,1469,spike protein,2021-08
XCA47272,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,70,non-structural protein 3a,2021-08
XCA47273,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,73,non-structural protein 3b,2021-08
XCA47274,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,237,non-structural protein 3c,2021-08
XCA47275,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,82,envelope protein,2021-08
XCA47276,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,263,membrane protein,2021-08
XCA47277,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,377,nucleocapsid protein,2021-08
XCA47278,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,101,non-structural protein 7a,2021-08
XCA47279,Feline coronavirus,GenBank,,PP908789,FCoV/Thailand/CU27724/2021,Alphacoronavirus 1,206,non-structural protein 7b,2021-08
XCA47280,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,6391,polyprotein 1ab,2021-02
XCA47281,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,4025,polyprotein 1a,2021-02
XCA47282,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,1165,spike protein,2021-02
XCA47283,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,70,non-structural protein 3a,2021-02
XCA47284,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,73,non-structural protein 3b,2021-02
XCA47285,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,237,non-structural protein 3c,2021-02
XCA47286,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,82,envelope protein,2021-02
XCA47287,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,268,membrane protein,2021-02
XCA47288,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,377,nucleocapsid protein,2021-02
XCA47289,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,101,non-structural protein 7a,2021-02
XCA47290,Feline coronavirus,GenBank,,PP908790,FCoV/Thailand/CUFIP486/2021,Alphacoronavirus 1,206,non-structural protein 7b,2021-02
XBH45819,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,6689,ORF1ab,2008-11
XBH45820,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,4022,ORF1a,2008-11
XBH45821,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,1467,spike,2008-11
XBH45822,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,70,ORF3a,2008-11
XBH45823,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,73,ORF3b,2008-11
XBH45824,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,237,ORF3c,2008-11
XBH45825,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,81,envelope,2008-11
XBH45826,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,289,matrix,2008-11
XBH45827,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,377,nucleocapsid,2008-11
XBH45828,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,108,ORF7a,2008-11
XBH45829,Feline coronavirus,GenBank,,PP854701,OM1164,Alphacoronavirus 1,206,ORF7b,2008-11
XBH45830,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,6689,ORF1ab,2008-11
XBH45831,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,4022,ORF1a,2008-11
XBH45832,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,1467,spike,2008-11
XBH45833,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,70,ORF3a,2008-11
XBH45834,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,73,ORF3b,2008-11
XBH45835,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,237,ORF3c,2008-11
XBH45836,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,81,envelope,2008-11
XBH45837,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,289,matrix,2008-11
XBH45838,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,377,nucleocapsid,2008-11
XBH45839,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,108,ORF7a,2008-11
XBH45840,Feline coronavirus,GenBank,,PP854702,DCB091,Alphacoronavirus 1,206,ORF7b,2008-11
WGF18614,Feline coronavirus,GenBank,,OQ594047,19-08A,Alphacoronavirus 1,236,spike protein,2019
WGF18615,Feline coronavirus,GenBank,,OQ594048,19-13A,Alphacoronavirus 1,236,spike protein,2019
WGF18616,Feline coronavirus,GenBank,,OQ594049,19-15A,Alphacoronavirus 1,236,spike protein,2019
WGF18617,Feline coronavirus,GenBank,,OQ594050,19-16A,Alphacoronavirus 1,236,spike protein,2019
WGF18618,Feline coronavirus,GenBank,,OQ594051,19-30A,Alphacoronavirus 1,236,spike protein,2019
WGF18619,Feline coronavirus,GenBank,,OQ594052,19-32A,Alphacoronavirus 1,236,spike protein,2019
WGF18620,Feline coronavirus,GenBank,,OQ594053,19-46A,Alphacoronavirus 1,236,spike protein,2019
WGF18621,Feline coronavirus,GenBank,,OQ594054,19-52A,Alphacoronavirus 1,236,spike protein,2019
WGF18622,Feline coronavirus,GenBank,,OQ594055,19-53A,Alphacoronavirus 1,236,spike protein,2019
WGF18623,Feline coronavirus,GenBank,,OQ594056,19-58A,Alphacoronavirus 1,236,spike protein,2019
WGF18624,Feline coronavirus,GenBank,,OQ594057,19-59A,Alphacoronavirus 1,236,spike protein,2019
WGF18625,Feline coronavirus,GenBank,,OQ594058,19-60A,Alphacoronavirus 1,236,spike protein,2019
WGF18626,Feline coronavirus,GenBank,,OQ594059,19-61A,Alphacoronavirus 1,236,spike protein,2019
WGF18627,Feline coronavirus,GenBank,,OQ594060,19-62A,Alphacoronavirus 1,236,spike protein,2019
WGF18628,Feline coronavirus,GenBank,,OQ594061,19-63A,Alphacoronavirus 1,236,spike protein,2019
WGF18629,Feline coronavirus,GenBank,,OQ594062,19-65A,Alphacoronavirus 1,236,spike protein,2019
WGF18630,Feline coronavirus,GenBank,,OQ594063,19-66A,Alphacoronavirus 1,236,spike protein,2019
WGF18631,Feline coronavirus,GenBank,,OQ594064,19-67A,Alphacoronavirus 1,236,spike protein,2019
WGF18632,Feline coronavirus,GenBank,,OQ594065,19-68A,Alphacoronavirus 1,236,spike protein,2019
WGF18633,Feline coronavirus,GenBank,,OQ594066,19-69A,Alphacoronavirus 1,236,spike protein,2019
WGF18634,Feline coronavirus,GenBank,,OQ594067,20-02A,Alphacoronavirus 1,236,spike protein,2020
WGF18635,Feline coronavirus,GenBank,,OQ594068,20-03A,Alphacoronavirus 1,236,spike protein,2020
WGF18636,Feline coronavirus,GenBank,,OQ594069,20-05A,Alphacoronavirus 1,236,spike protein,2020
WGF18637,Feline coronavirus,GenBank,,OQ594070,20-06A,Alphacoronavirus 1,236,spike protein,2020
WGF18638,Feline coronavirus,GenBank,,OQ594071,20-08A,Alphacoronavirus 1,236,spike protein,2020
WGF18639,Feline coronavirus,GenBank,,OQ594072,20-09A,Alphacoronavirus 1,77,spike protein,2020
WGF18640,Feline coronavirus,GenBank,,OQ594073,20-09B,Alphacoronavirus 1,236,spike protein,2021
WGF18641,Feline coronavirus,GenBank,,OQ594074,20-10A,Alphacoronavirus 1,236,spike protein,2020
WGF18642,Feline coronavirus,GenBank,,OQ594075,20-12A,Alphacoronavirus 1,236,spike protein,2020
WGF18643,Feline coronavirus,GenBank,,OQ594076,20-12B,Alphacoronavirus 1,236,spike protein,2021
WGF18644,Feline coronavirus,GenBank,,OQ594077,20-14A,Alphacoronavirus 1,236,spike protein,2020
WGF18645,Feline coronavirus,GenBank,,OQ594078,20-16B,Alphacoronavirus 1,236,spike protein,2021
WGF18646,Feline coronavirus,GenBank,,OQ594079,20-18A,Alphacoronavirus 1,236,spike protein,2020
WGF18647,Feline coronavirus,GenBank,,OQ594080,20-21A,Alphacoronavirus 1,236,spike protein,2020
WGF18648,Feline coronavirus,GenBank,,OQ594081,20-22A,Alphacoronavirus 1,236,spike protein,2020
WGF18649,Feline coronavirus,GenBank,,OQ594082,20-23A,Alphacoronavirus 1,236,spike protein,2020
WGF18650,Feline coronavirus,GenBank,,OQ594083,20-24A,Alphacoronavirus 1,236,spike protein,2020
WGF18651,Feline coronavirus,GenBank,,OQ594084,20-27A,Alphacoronavirus 1,236,spike protein,2020
WGF18652,Feline coronavirus,GenBank,,OQ594085,20-29A,Alphacoronavirus 1,236,spike protein,2020
WGF18653,Feline coronavirus,GenBank,,OQ594086,20-30A,Alphacoronavirus 1,236,spike protein,2020
WGF18654,Feline coronavirus,GenBank,,OQ594087,20-31A,Alphacoronavirus 1,236,spike protein,2020
WGF18655,Feline coronavirus,GenBank,,OQ594088,20-32A,Alphacoronavirus 1,236,spike protein,2020
WGF18656,Feline coronavirus,GenBank,,OQ594089,20-33A,Alphacoronavirus 1,236,spike protein,2020
WGF18657,Feline coronavirus,GenBank,,OQ594090,20-34A,Alphacoronavirus 1,236,spike protein,2020
WGF18658,Feline coronavirus,GenBank,,OQ594091,20-36A,Alphacoronavirus 1,236,spike protein,2020
WGF18659,Feline coronavirus,GenBank,,OQ594092,20-38A,Alphacoronavirus 1,236,spike protein,2020
WGF18660,Feline coronavirus,GenBank,,OQ594093,20-39A,Alphacoronavirus 1,236,spike protein,2020
WGF18661,Feline coronavirus,GenBank,,OQ594094,20-40A,Alphacoronavirus 1,236,spike protein,2020
WGF18662,Feline coronavirus,GenBank,,OQ594095,20-41A,Alphacoronavirus 1,236,spike protein,2020
WGF18663,Feline coronavirus,GenBank,,OQ594096,20-43A,Alphacoronavirus 1,236,spike protein,2020
WGF18664,Feline coronavirus,GenBank,,OQ594097,21-01A,Alphacoronavirus 1,236,spike protein,2021
WGF18665,Feline coronavirus,GenBank,,OQ594098,21-03A,Alphacoronavirus 1,236,spike protein,2021
WGF18666,Feline coronavirus,GenBank,,OQ594099,21-04A,Alphacoronavirus 1,236,spike protein,2021
WGF18667,Feline coronavirus,GenBank,,OQ594100,21-05A,Alphacoronavirus 1,236,spike protein,2021
WGF18668,Feline coronavirus,GenBank,,OQ594101,21-06A,Alphacoronavirus 1,236,spike protein,2021
WGF18669,Feline coronavirus,GenBank,,OQ594102,21-07A,Alphacoronavirus 1,236,spike protein,2021
WGF18670,Feline coronavirus,GenBank,,OQ594103,21-08A,Alphacoronavirus 1,236,spike protein,2021
WGF18671,Feline coronavirus,GenBank,,OQ594104,21-09A,Alphacoronavirus 1,236,spike protein,2021
WGF18672,Feline coronavirus,GenBank,,OQ594105,21-100B,Alphacoronavirus 1,236,spike protein,2021
WGF18673,Feline coronavirus,GenBank,,OQ594106,21-101B,Alphacoronavirus 1,236,spike protein,2021
WGF18674,Feline coronavirus,GenBank,,OQ594107,21-102B,Alphacoronavirus 1,236,spike protein,2021
WGF18675,Feline coronavirus,GenBank,,OQ594108,21-103B,Alphacoronavirus 1,236,spike protein,2021
WGF18676,Feline coronavirus,GenBank,,OQ594109,21-105B,Alphacoronavirus 1,236,spike protein,2021
WGF18677,Feline coronavirus,GenBank,,OQ594110,21-107B,Alphacoronavirus 1,236,spike protein,2021
WGF18678,Feline coronavirus,GenBank,,OQ594111,21-108B,Alphacoronavirus 1,236,spike protein,2021
WGF18679,Feline coronavirus,GenBank,,OQ594112,21-10A,Alphacoronavirus 1,236,spike protein,2021
WGF18680,Feline coronavirus,GenBank,,OQ594113,21-112B,Alphacoronavirus 1,236,spike protein,2021
WGF18681,Feline coronavirus,GenBank,,OQ594114,21-118B,Alphacoronavirus 1,236,spike protein,2021
WGF18682,Feline coronavirus,GenBank,,OQ594115,21-119B,Alphacoronavirus 1,236,spike protein,2021
WGF18683,Feline coronavirus,GenBank,,OQ594116,21-11A,Alphacoronavirus 1,236,spike protein,2021
WGF18684,Feline coronavirus,GenBank,,OQ594117,21-121B,Alphacoronavirus 1,236,spike protein,2021
WGF18685,Feline coronavirus,GenBank,,OQ594118,21-123B,Alphacoronavirus 1,236,spike protein,2021
WGF18686,Feline coronavirus,GenBank,,OQ594119,21-124B,Alphacoronavirus 1,236,spike protein,2021
WGF18687,Feline coronavirus,GenBank,,OQ594120,21-125B,Alphacoronavirus 1,236,spike protein,2021
WGF18688,Feline coronavirus,GenBank,,OQ594121,21-12A,Alphacoronavirus 1,236,spike protein,2021
WGF18689,Feline coronavirus,GenBank,,OQ594122,21-13A,Alphacoronavirus 1,236,spike protein,2021
WGF18690,Feline coronavirus,GenBank,,OQ594123,21-15A,Alphacoronavirus 1,236,spike protein,2021
WGF18691,Feline coronavirus,GenBank,,OQ594124,21-16A,Alphacoronavirus 1,236,spike protein,2021
WGF18692,Feline coronavirus,GenBank,,OQ594125,21-17A,Alphacoronavirus 1,236,spike protein,2021
WGF18693,Feline coronavirus,GenBank,,OQ594126,21-18A,Alphacoronavirus 1,236,spike protein,2021
WGF18694,Feline coronavirus,GenBank,,OQ594127,21-19A,Alphacoronavirus 1,236,spike protein,2021
WGF18695,Feline coronavirus,GenBank,,OQ594128,21-20A,Alphacoronavirus 1,236,spike protein,2021
WGF18696,Feline coronavirus,GenBank,,OQ594129,21-21A,Alphacoronavirus 1,236,spike protein,2021
WGF18697,Feline coronavirus,GenBank,,OQ594130,21-22A,Alphacoronavirus 1,236,spike protein,2021
WGF18698,Feline coronavirus,GenBank,,OQ594131,21-22B,Alphacoronavirus 1,236,spike protein,2021
WGF18699,Feline coronavirus,GenBank,,OQ594132,21-23A,Alphacoronavirus 1,236,spike protein,2021
WGF18700,Feline coronavirus,GenBank,,OQ594133,21-23B,Alphacoronavirus 1,236,spike protein,2021
WGF18701,Feline coronavirus,GenBank,,OQ594134,21-24A,Alphacoronavirus 1,236,spike protein,2021
WGF18702,Feline coronavirus,GenBank,,OQ594135,21-26A,Alphacoronavirus 1,236,spike protein,2021
WGF18703,Feline coronavirus,GenBank,,OQ594136,21-27A,Alphacoronavirus 1,236,spike protein,2021
WGF18704,Feline coronavirus,GenBank,,OQ594137,21-27B,Alphacoronavirus 1,236,spike protein,2021
WGF18705,Feline coronavirus,GenBank,,OQ594138,21-28A,Alphacoronavirus 1,236,spike protein,2021
WGF18706,Feline coronavirus,GenBank,,OQ594139,21-29A,Alphacoronavirus 1,236,spike protein,2021
WGF18707,Feline coronavirus,GenBank,,OQ594140,21-30A,Alphacoronavirus 1,236,spike protein,2021
WGF18708,Feline coronavirus,GenBank,,OQ594141,21-30B,Alphacoronavirus 1,236,spike protein,2021
WGF18709,Feline coronavirus,GenBank,,OQ594142,21-31A,Alphacoronavirus 1,236,spike protein,2021
WGF18710,Feline coronavirus,GenBank,,OQ594143,21-32A,Alphacoronavirus 1,236,spike protein,2021
WGF18711,Feline coronavirus,GenBank,,OQ594144,21-32B,Alphacoronavirus 1,236,spike protein,2021
WGF18712,Feline coronavirus,GenBank,,OQ594145,21-33A,Alphacoronavirus 1,236,spike protein,2021
WGF18713,Feline coronavirus,GenBank,,OQ594146,21-34A,Alphacoronavirus 1,236,spike protein,2021
WGF18714,Feline coronavirus,GenBank,,OQ594147,21-35A,Alphacoronavirus 1,236,spike protein,2021
WGF18715,Feline coronavirus,GenBank,,OQ594148,21-36A,Alphacoronavirus 1,236,spike protein,2021
WGF18716,Feline coronavirus,GenBank,,OQ594149,21-36B,Alphacoronavirus 1,236,spike protein,2021
WGF18717,Feline coronavirus,GenBank,,OQ594150,21-37A,Alphacoronavirus 1,236,spike protein,2021
WGF18718,Feline coronavirus,GenBank,,OQ594151,21-38A,Alphacoronavirus 1,236,spike protein,2021
WGF18719,Feline coronavirus,GenBank,,OQ594152,21-39A,Alphacoronavirus 1,233,spike protein,2021
WGF18720,Feline coronavirus,GenBank,,OQ594153,21-40A,Alphacoronavirus 1,236,spike protein,2021
WGF18721,Feline coronavirus,GenBank,,OQ594154,21-40B,Alphacoronavirus 1,236,spike protein,2021
WGF18722,Feline coronavirus,GenBank,,OQ594155,21-41A,Alphacoronavirus 1,236,spike protein,2021
WGF18723,Feline coronavirus,GenBank,,OQ594156,21-42A,Alphacoronavirus 1,236,spike protein,2021
WGF18724,Feline coronavirus,GenBank,,OQ594157,21-43A,Alphacoronavirus 1,236,spike protein,2021
WGF18725,Feline coronavirus,GenBank,,OQ594158,21-43B,Alphacoronavirus 1,236,spike protein,2021
WGF18726,Feline coronavirus,GenBank,,OQ594159,21-44A,Alphacoronavirus 1,236,spike protein,2021
WGF18727,Feline coronavirus,GenBank,,OQ594160,21-45A,Alphacoronavirus 1,236,spike protein,2021
WGF18728,Feline coronavirus,GenBank,,OQ594161,21-46A,Alphacoronavirus 1,236,spike protein,2021
WGF18729,Feline coronavirus,GenBank,,OQ594162,21-46B,Alphacoronavirus 1,236,spike protein,2021
WGF18730,Feline coronavirus,GenBank,,OQ594163,21-47A,Alphacoronavirus 1,236,spike protein,2021
WGF18731,Feline coronavirus,GenBank,,OQ594164,21-48A,Alphacoronavirus 1,236,spike protein,2021
WGF18732,Feline coronavirus,GenBank,,OQ594165,21-48B,Alphacoronavirus 1,236,spike protein,2021
WGF18733,Feline coronavirus,GenBank,,OQ594166,21-49A,Alphacoronavirus 1,236,spike protein,2021
WGF18734,Feline coronavirus,GenBank,,OQ594167,21-50A,Alphacoronavirus 1,236,spike protein,2021
WGF18735,Feline coronavirus,GenBank,,OQ594168,21-51A,Alphacoronavirus 1,236,spike protein,2021
WGF18736,Feline coronavirus,GenBank,,OQ594169,21-51B,Alphacoronavirus 1,236,spike protein,2021
WGF18737,Feline coronavirus,GenBank,,OQ594170,21-52A,Alphacoronavirus 1,236,spike protein,2021
WGF18738,Feline coronavirus,GenBank,,OQ594171,21-52B,Alphacoronavirus 1,236,spike protein,2021
WGF18739,Feline coronavirus,GenBank,,OQ594172,21-53A,Alphacoronavirus 1,236,spike protein,2021
WGF18740,Feline coronavirus,GenBank,,OQ594173,21-53B,Alphacoronavirus 1,236,spike protein,2021
WGF18741,Feline coronavirus,GenBank,,OQ594174,21-54A,Alphacoronavirus 1,236,spike protein,2021
WGF18742,Feline coronavirus,GenBank,,OQ594175,21-54B,Alphacoronavirus 1,236,spike protein,2021
WGF18743,Feline coronavirus,GenBank,,OQ594176,21-55A,Alphacoronavirus 1,236,spike protein,2021
WGF18744,Feline coronavirus,GenBank,,OQ594177,21-55B,Alphacoronavirus 1,236,spike protein,2021
WGF18745,Feline coronavirus,GenBank,,OQ594178,21-56A,Alphacoronavirus 1,236,spike protein,2021
WGF18746,Feline coronavirus,GenBank,,OQ594179,21-56B,Alphacoronavirus 1,236,spike protein,2021
WGF18747,Feline coronavirus,GenBank,,OQ594180,21-58A,Alphacoronavirus 1,236,spike protein,2021
WGF18748,Feline coronavirus,GenBank,,OQ594181,21-59A,Alphacoronavirus 1,236,spike protein,2021
WGF18749,Feline coronavirus,GenBank,,OQ594182,21-60A,Alphacoronavirus 1,236,spike protein,2021
WGF18750,Feline coronavirus,GenBank,,OQ594183,21-60B,Alphacoronavirus 1,236,spike protein,2021
WGF18751,Feline coronavirus,GenBank,,OQ594184,21-61A,Alphacoronavirus 1,236,spike protein,2021
WGF18752,Feline coronavirus,GenBank,,OQ594185,21-62A,Alphacoronavirus 1,236,spike protein,2021
WGF18753,Feline coronavirus,GenBank,,OQ594186,21-63A,Alphacoronavirus 1,236,spike protein,2021
WGF18754,Feline coronavirus,GenBank,,OQ594187,21-64A,Alphacoronavirus 1,236,spike protein,2021
WGF18755,Feline coronavirus,GenBank,,OQ594188,21-65A,Alphacoronavirus 1,236,spike protein,2021
WGF18756,Feline coronavirus,GenBank,,OQ594189,21-66A,Alphacoronavirus 1,236,spike protein,2021
WGF18757,Feline coronavirus,GenBank,,OQ594190,21-67A,Alphacoronavirus 1,236,spike protein,2021
WGF18758,Feline coronavirus,GenBank,,OQ594191,21-68A,Alphacoronavirus 1,236,spike protein,2021
WGF18759,Feline coronavirus,GenBank,,OQ594192,21-69A,Alphacoronavirus 1,236,spike protein,2021
WGF18760,Feline coronavirus,GenBank,,OQ594193,21-70A,Alphacoronavirus 1,236,spike protein,2021
WGF18761,Feline coronavirus,GenBank,,OQ594194,21-71A,Alphacoronavirus 1,236,spike protein,2021
WGF18762,Feline coronavirus,GenBank,,OQ594195,21-72A,Alphacoronavirus 1,236,spike protein,2021
WGF18763,Feline coronavirus,GenBank,,OQ594196,21-73A,Alphacoronavirus 1,236,spike protein,2021
WGF18764,Feline coronavirus,GenBank,,OQ594197,21-73B,Alphacoronavirus 1,236,spike protein,2021
WGF18765,Feline coronavirus,GenBank,,OQ594198,21-74B,Alphacoronavirus 1,236,spike protein,2021
WGF18766,Feline coronavirus,GenBank,,OQ594199,21-75B,Alphacoronavirus 1,236,spike protein,2021
WGF18767,Feline coronavirus,GenBank,,OQ594200,21-77B,Alphacoronavirus 1,236,spike protein,2021
WGF18768,Feline coronavirus,GenBank,,OQ594201,21-79B,Alphacoronavirus 1,236,spike protein,2021
WGF18769,Feline coronavirus,GenBank,,OQ594202,21-84B,Alphacoronavirus 1,236,spike protein,2021
WGF18770,Feline coronavirus,GenBank,,OQ594203,21-86B,Alphacoronavirus 1,236,spike protein,2021
WGF18771,Feline coronavirus,GenBank,,OQ594204,21-87B,Alphacoronavirus 1,236,spike protein,2021
WGF18772,Feline coronavirus,GenBank,,OQ594205,21-88B,Alphacoronavirus 1,236,spike protein,2021
WGF18773,Feline coronavirus,GenBank,,OQ594206,21-90B,Alphacoronavirus 1,236,spike protein,2021
WGF18774,Feline coronavirus,GenBank,,OQ594207,21-91B,Alphacoronavirus 1,236,spike protein,2021
