Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
UIB20864,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,6262,polyprotein,2016-09
UIB20865,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,1160,spike protein,2016-09
UIB20866,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,83,envelope protein,2016-09
UIB20867,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,217,membrane protein,2016-09
UIB20868,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,94,NS6,2016-09
UIB20869,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,342,nucleocapsid,2016-09
UIB20870,Porcine deltacoronavirus,GenBank,,MZ802772,CBR,Coronavirus HKU15,200,NS7,2016-09
UIB20871,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,6262,polyprotein,2016-09
UIB20872,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,1160,spike protein,2016-09
UIB20873,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,83,envelope protein,2016-09
UIB20874,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,217,membrane protein,2016-09
UIB20875,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,94,NS6,2016-09
UIB20876,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,342,nucleocapsid,2016-09
UIB20877,Porcine deltacoronavirus,GenBank,,MZ802773,CBR,Coronavirus HKU15,200,NS7,2016-09
UIB20878,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,6262,polyprotein,2016-09
UIB20879,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,1160,spike protein,2016-09
UIB20880,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,83,envelope protein,2016-09
UIB20881,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,217,membrane protein,2016-09
UIB20882,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,94,NS6,2016-09
UIB20883,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,342,nucleocapsid,2016-09
UIB20884,Porcine deltacoronavirus,GenBank,,MZ802774,CBR,Coronavirus HKU15,200,NS7,2016-09
UIB20885,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,6262,polyprotein,2016-01
UIB20886,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,1160,spike protein,2016-01
UIB20887,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,83,envelope protein,2016-01
UIB20888,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,217,membrane protein,2016-01
UIB20889,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,94,NS6,2016-01
UIB20890,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,342,nucleocapsid,2016-01
UIB20891,Porcine deltacoronavirus,GenBank,,MZ802775,NKP,Coronavirus HKU15,200,NS7,2016-01
UIB20892,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,6262,polyprotein,2016-03
UIB20893,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,1160,spike protein,2016-03
UIB20894,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,83,envelope protein,2016-03
UIB20895,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,217,membrane protein,2016-03
UIB20896,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,94,NS6,2016-03
UIB20897,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,342,nucleocapsid,2016-03
UIB20898,Porcine deltacoronavirus,GenBank,,MZ802776,VUT,Coronavirus HKU15,200,NS7,2016-03
UIB20899,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,6262,polyprotein,2016-05
UIB20900,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,1159,spike protein,2016-05
UIB20901,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,83,envelope protein,2016-05
UIB20902,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,217,membrane protein,2016-05
UIB20903,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,94,NS6,2016-05
UIB20904,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,342,nucleocapsid,2016-05
UIB20905,Porcine deltacoronavirus,GenBank,,MZ802777,RBR,Coronavirus HKU15,200,NS7,2016-05
UDM84933,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,6265,polyprotein 1ab,2020
UDM84934,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,1159,spike glyprotein,2020
UDM84935,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,83,envelope protein,2020
UDM84936,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,217,membrane protein,2020
UDM84937,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,94,NS6 protein,2020
UDM84938,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,342,nucleocapsid protein,2020
UDM84939,Porcine deltacoronavirus,GenBank,,OK546242,,Coronavirus HKU15,200,NS7 protein,2020
QNT17986,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,83,E,2018-03
QNT17987,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,217,M,2018-03
QNT17988,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,342,N,2018-03
QNT17989,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,94,NSP6,2018-03
QNT17990,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,200,NSP7,2018-03
QNT17991,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,3626,ORF1a,2018-03
QNT17992,Porcine deltacoronavirus,GenBank,,MN520190,AH2018-322,Coronavirus HKU15,1159,S,2018-03
QNT17993,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,83,E,2019
QNT17994,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,217,M,2019
QNT17995,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,342,N,2019
QNT17996,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,94,NSP6,2019
QNT17997,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,200,NSP7,2019
QNT17998,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,3626,ORF1a,2019
QNT17999,Porcine deltacoronavirus,GenBank,,MN520191,SD2019-426,Coronavirus HKU15,1160,S,2019
QNT18000,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,83,E,2018-08
QNT18001,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,217,M,2018-08
QNT18002,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,342,N,2018-08
QNT18003,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,94,NSP6,2018-08
QNT18004,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,200,NSP7,2018-08
QNT18005,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,3626,ORF1a,2018-08
QNT18006,Porcine deltacoronavirus,GenBank,,MN520192,ZJ2018-D,Coronavirus HKU15,1159,S,2018-08
QNT18007,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,83,E,2018
QNT18008,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,217,M,2018
QNT18009,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,342,N,2018
QNT18010,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,94,NSP6,2018
QNT18011,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,200,NSP7,2018
QNT18012,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,3621,ORF1a,2018
QNT18013,Porcine deltacoronavirus,GenBank,,MN520193,AH2018-81,Coronavirus HKU15,1159,S,2018
QNT18014,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,83,E,2018-10
QNT18015,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,217,M,2018-10
QNT18016,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,342,N,2018-10
QNT18017,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,94,NSP6,2018-10
QNT18018,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,200,NSP7,2018-10
QNT18019,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,3626,ORF1a,2018-10
QNT18020,Porcine deltacoronavirus,GenBank,,MN520194,SD2018-10,Coronavirus HKU15,1159,S,2018-10
QNT18021,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,83,E,2018-03
QNT18022,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,217,M,2018-03
QNT18023,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,342,N,2018-03
QNT18024,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,94,NSP6,2018-03
QNT18025,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,200,NSP7,2018-03
QNT18026,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,3621,ORF1a,2018-03
QNT18027,Porcine deltacoronavirus,GenBank,,MN520195,SD2018-304,Coronavirus HKU15,1159,S,2018-03
QNT18028,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,83,E,2018-03
QNT18029,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,217,M,2018-03
QNT18030,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,342,N,2018-03
QNT18031,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,94,NSP6,2018-03
QNT18032,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,200,NSP7,2018-03
QNT18033,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,3621,ORF1a,2018-03
QNT18034,Porcine deltacoronavirus,GenBank,,MN520196,SD2018-306,Coronavirus HKU15,1159,S,2018-03
QNT18035,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,83,E,2018-04
QNT18036,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,217,M,2018-04
QNT18037,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,342,N,2018-04
QNT18038,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,94,NSP6,2018-04
QNT18039,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,200,NSP7,2018-04
QNT18040,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,3621,ORF1a,2018-04
QNT18041,Porcine deltacoronavirus,GenBank,,MN520197,SD2018-4,Coronavirus HKU15,1159,S,2018-04
QNT18042,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,83,E,2019
QNT18043,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,217,M,2019
QNT18044,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,342,N,2019
QNT18045,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,94,NSP6,2019
QNT18046,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,200,NSP7,2019
QNT18047,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,3626,ORF1a,2019
QNT18048,Porcine deltacoronavirus,GenBank,,MN520198,AH2019-H,Coronavirus HKU15,1160,S,2019
QNT18049,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,83,E,2018
QNT18050,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,217,M,2018
QNT18051,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,342,N,2018
QNT18052,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,94,NSP6,2018
QNT18053,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,200,NSP7,2018
QNT18054,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,3621,ORF1a,2018
QNT18055,Porcine deltacoronavirus,GenBank,,MN520199,AH2018-93,Coronavirus HKU15,1159,S,2018
QNT18056,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,83,E,2018
QNT18057,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,217,M,2018
QNT18058,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,342,N,2018
QNT18059,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,94,NSP6,2018
QNT18060,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,200,NSP7,2018
QNT18061,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,3621,ORF1a,2018
QNT18062,Porcine deltacoronavirus,GenBank,,MN520200,AH2018-94,Coronavirus HKU15,1159,S,2018
QNT18063,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,83,E,2018
QNT18064,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,217,M,2018
QNT18065,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,342,N,2018
QNT18066,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,94,NSP6,2018
QNT18067,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,200,NSP7,2018
QNT18068,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,3626,ORF1a,2018
QNT18069,Porcine deltacoronavirus,GenBank,,MN520201,GD2018-186,Coronavirus HKU15,1160,S,2018
QNT18070,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,83,E,2018-05
QNT18071,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,217,M,2018-05
QNT18072,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,342,N,2018-05
QNT18073,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,94,NSP6,2018-05
QNT18074,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,200,NSP7,2018-05
QNT18075,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,3626,ORF1a,2018-05
QNT18076,Porcine deltacoronavirus,GenBank,,MN520202,GD2018-1,Coronavirus HKU15,1159,S,2018-05
QNT18077,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,83,E,2018-11
QNT18078,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,217,M,2018-11
QNT18079,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,342,N,2018-11
QNT18080,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,94,NSP6,2018-11
QNT18081,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,200,NSP7,2018-11
QNT18082,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,3626,ORF1a,2018-11
QNT18083,Porcine deltacoronavirus,GenBank,,MN520203,GX2018-1,Coronavirus HKU15,1159,S,2018-11
QNT18084,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,83,E,2018-05
QNT18085,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,217,M,2018-05
QNT18086,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,342,N,2018-05
QNT18087,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,94,NSP6,2018-05
QNT18088,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,200,NSP7,2018-05
QNT18089,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,3624,ORF1a,2018-05
QNT18090,Porcine deltacoronavirus,GenBank,,MN520204,HN2018-LH2,Coronavirus HKU15,1159,S,2018-05
QNT18091,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,83,E,2019-03
QNT18092,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,217,M,2019-03
QNT18093,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,342,N,2019-03
QNT18094,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,94,NSP6,2019-03
QNT18095,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,200,NSP7,2019-03
QNT18096,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,3626,ORF1a,2019-03
QNT18097,Porcine deltacoronavirus,GenBank,,MN520205,HN2019-C115,Coronavirus HKU15,1159,S,2019-03
QNT18098,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,83,E,2019-03
QNT18099,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,217,M,2019-03
QNT18100,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,342,N,2019-03
QNT18101,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,94,NSP6,2019-03
QNT18102,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,200,NSP7,2019-03
QNT18103,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,3626,ORF1a,2019-03
QNT18104,Porcine deltacoronavirus,GenBank,,MN520206,HN2019-C132,Coronavirus HKU15,1159,S,2019-03
QNT18105,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,83,E,2018-10
QNT18106,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,217,M,2018-10
QNT18107,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,342,N,2018-10
QNT18108,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,94,NSP6,2018-10
QNT18109,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,200,NSP7,2018-10
QNT18110,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,3623,ORF1a,2018-10
QNT18111,Porcine deltacoronavirus,GenBank,,MN520207,JS2018-QF49,Coronavirus HKU15,1159,S,2018-10
QNT18112,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,83,E,2018-07
QNT18113,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,217,M,2018-07
QNT18114,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,342,N,2018-07
QNT18115,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,94,NSP6,2018-07
QNT18116,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,200,NSP7,2018-07
QNT18117,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,3623,ORF1a,2018-07
QNT18118,Porcine deltacoronavirus,GenBank,,MN520208,JS2018-YC15,Coronavirus HKU15,1159,S,2018-07
QNT18119,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,83,E,2019-01
QNT18120,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,217,M,2019-01
QNT18121,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,342,N,2019-01
QNT18122,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,94,NSP6,2019-01
QNT18123,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,200,NSP7,2019-01
QNT18124,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,3626,ORF1a,2019-01
QNT18125,Porcine deltacoronavirus,GenBank,,MN520209,JS2019-A1414,Coronavirus HKU15,1159,S,2019-01
QZX45752,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,6267,polyprotein 1ab,2019-07-23
QZX45753,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,1159,spike protein,2019-07-23
QZX45754,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,83,envelope protein,2019-07-23
QZX45755,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,217,membrane protein,2019-07-23
QZX45756,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,94,nonstructural protein 6,2019-07-23
QZX45757,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,342,nucleocapsid protein,2019-07-23
QZX45758,Porcine deltacoronavirus,GenBank,,MT663769,,Coronavirus HKU15,200,nonstructural protein 7,2019-07-23
QZW25242,Porcine deltacoronavirus,GenBank,,MZ326690,CD-HNZK-02,Coronavirus HKU15,1159,S protein,2020-12-25
QZA57169,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,6267,polyprotein,2020-09
QZA57170,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,3626,polyprotein,2020-09
QZA57171,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,1160,spike protein,2020-09
QZA57172,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,83,envelope protein,2020-09
QZA57173,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,217,membrane protein,2020-09
QZA57174,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,94,non-structural protein6,2020-09
QZA57175,Porcine deltacoronavirus,GenBank,,MZ802955,CH-HLJ-20,Coronavirus HKU15,342,nucleocapsid protein,2020-09
QYY49517,Porcine deltacoronavirus,GenBank,,MT648377,GX01-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49518,Porcine deltacoronavirus,GenBank,,MT648378,GX02-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49519,Porcine deltacoronavirus,GenBank,,MT648379,GX03-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49520,Porcine deltacoronavirus,GenBank,,MT648380,GX04-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49521,Porcine deltacoronavirus,GenBank,,MT648381,GX05-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49522,Porcine deltacoronavirus,GenBank,,MT648382,GX06-2018,Coronavirus HKU15,342,nucleocapsid protein,2018
QYY49523,Porcine deltacoronavirus,GenBank,,MT648383,GX01-2019,Coronavirus HKU15,342,nucleocapsid protein,2019
QYY49524,Porcine deltacoronavirus,GenBank,,MT648384,GX02-2019,Coronavirus HKU15,342,nucleocapsid protein,2019
QYY49525,Porcine deltacoronavirus,GenBank,,MT648385,GX03-2019,Coronavirus HKU15,342,nucleocapsid protein,2019
QYY49526,Porcine deltacoronavirus,GenBank,,MT648386,GX04-2019,Coronavirus HKU15,342,nucleocapsid protein,2019
QYY49527,Porcine deltacoronavirus,GenBank,,MT648387,GX05-2019,Coronavirus HKU15,342,nucleocapsid protein,2019
QYI89690,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,6267,replicase protein,2015-06
QYI89691,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,1159,spike protein,2015-06
QYI89692,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,83,envelope protein,2015-06
QYI89693,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,217,membrane protein,2015-06
QYI89694,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,94,non-structural protein 6,2015-06
QYI89695,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,342,nucleocapsid protein,2015-06
QYI89696,Porcine deltacoronavirus,GenBank,,MW854634,104-553,Coronavirus HKU15,200,non-structural protein 7,2015-06
QXV26933,Porcine deltacoronavirus,GenBank,,MT524746,GX01-2017,Coronavirus HKU15,217,membrane protein,2017
QXV26934,Porcine deltacoronavirus,GenBank,,MT524747,GX02-2017,Coronavirus HKU15,217,membrane protein,2017
QXV26935,Porcine deltacoronavirus,GenBank,,MT524748,GX03-2017,Coronavirus HKU15,217,membrane protein,2017
QXV26936,Porcine deltacoronavirus,GenBank,,MT524749,GX04-2017,Coronavirus HKU15,217,membrane protein,2017
QXV26937,Porcine deltacoronavirus,GenBank,,MT524750,GX05-2017,Coronavirus HKU15,217,membrane protein,2017
QXV26938,Porcine deltacoronavirus,GenBank,,MT524751,GX01-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26939,Porcine deltacoronavirus,GenBank,,MT524752,GX02-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26940,Porcine deltacoronavirus,GenBank,,MT524753,GX03-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26941,Porcine deltacoronavirus,GenBank,,MT524754,GX04-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26942,Porcine deltacoronavirus,GenBank,,MT524755,GX05-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26943,Porcine deltacoronavirus,GenBank,,MT524756,GX06-2018,Coronavirus HKU15,217,membrane protein,2017
QXV26944,Porcine deltacoronavirus,GenBank,,MT524757,GX01-2019,Coronavirus HKU15,217,membrane protein,2019
QXV26945,Porcine deltacoronavirus,GenBank,,MT524758,GX02-2019,Coronavirus HKU15,217,membrane protein,2019
