Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
XNJ64714,GenBank,PQ658406,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN18_HKU1_13,386,2018-04-10
XNJ64715,GenBank,PQ658406,,spike glycoprotein,Human coronavirus HKU1,UKN18_HKU1_13,1356,2018-04-10
XNJ64716,GenBank,PQ658406,,orf4,Human coronavirus HKU1,UKN18_HKU1_13,109,2018-04-10
XNJ64717,GenBank,PQ658406,,small membrane protein,Human coronavirus HKU1,UKN18_HKU1_13,82,2018-04-10
XNJ64718,GenBank,PQ658406,,membrane glycoprotein,Human coronavirus HKU1,UKN18_HKU1_13,223,2018-04-10
XNJ64719,GenBank,PQ658406,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN18_HKU1_13,294,2018-04-10
XNJ64720,GenBank,PQ658407,,orf1ab polyprotein,Human coronavirus HKU1,UKN18_HKU1_12,7104,2018-04-08
XNJ64721,GenBank,PQ658407,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN18_HKU1_12,386,2018-04-08
XNJ64722,GenBank,PQ658407,,spike glycoprotein,Human coronavirus HKU1,UKN18_HKU1_12,1356,2018-04-08
XNJ64723,GenBank,PQ658407,,orf4,Human coronavirus HKU1,UKN18_HKU1_12,109,2018-04-08
XNJ64724,GenBank,PQ658407,,small membrane protein,Human coronavirus HKU1,UKN18_HKU1_12,82,2018-04-08
XNJ64725,GenBank,PQ658407,,membrane glycoprotein,Human coronavirus HKU1,UKN18_HKU1_12,223,2018-04-08
XNJ64726,GenBank,PQ658407,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN18_HKU1_12,294,2018-04-08
XNJ64727,GenBank,PQ658408,,orf1ab polyprotein,Human coronavirus HKU1,UKN17_HKU1_4,7104,2017-02-22
XNJ64728,GenBank,PQ658408,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN17_HKU1_4,386,2017-02-22
XNJ64729,GenBank,PQ658408,,spike glycoprotein,Human coronavirus HKU1,UKN17_HKU1_4,1356,2017-02-22
XNJ64730,GenBank,PQ658408,,orf4,Human coronavirus HKU1,UKN17_HKU1_4,109,2017-02-22
XNJ64731,GenBank,PQ658408,,small membrane protein,Human coronavirus HKU1,UKN17_HKU1_4,82,2017-02-22
XNJ64732,GenBank,PQ658408,,membrane glycoprotein,Human coronavirus HKU1,UKN17_HKU1_4,223,2017-02-22
XNJ64733,GenBank,PQ658408,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN17_HKU1_4,294,2017-02-22
XNJ64734,GenBank,PQ658409,,orf1ab polyprotein,Human coronavirus HKU1,UKN17_HKU1_2,7104,2017-02-03
XNJ64735,GenBank,PQ658409,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN17_HKU1_2,387,2017-02-03
XNJ64736,GenBank,PQ658409,,spike glycoprotein,Human coronavirus HKU1,UKN17_HKU1_2,1356,2017-02-03
XNJ64737,GenBank,PQ658409,,orf4,Human coronavirus HKU1,UKN17_HKU1_2,109,2017-02-03
XNJ64738,GenBank,PQ658409,,small membrane protein,Human coronavirus HKU1,UKN17_HKU1_2,82,2017-02-03
XNJ64739,GenBank,PQ658409,,membrane glycoprotein,Human coronavirus HKU1,UKN17_HKU1_2,223,2017-02-03
XNJ64740,GenBank,PQ658409,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN17_HKU1_2,294,2017-02-03
XNJ64741,GenBank,PQ658410,,orf1ab polyprotein,Human coronavirus HKU1,UKN16_HKU1_8,7104,2016-03-30
XNJ64742,GenBank,PQ658410,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN16_HKU1_8,386,2016-03-30
XNJ64743,GenBank,PQ658410,,spike glycoprotein,Human coronavirus HKU1,UKN16_HKU1_8,1356,2016-03-30
XNJ64744,GenBank,PQ658410,,orf4,Human coronavirus HKU1,UKN16_HKU1_8,109,2016-03-30
XNJ64745,GenBank,PQ658410,,small membrane protein,Human coronavirus HKU1,UKN16_HKU1_8,82,2016-03-30
XNJ64746,GenBank,PQ658410,,membrane glycoprotein,Human coronavirus HKU1,UKN16_HKU1_8,223,2016-03-30
XNJ64747,GenBank,PQ658410,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN16_HKU1_8,294,2016-03-30
XNJ64748,GenBank,PQ658411,,orf1ab polyprotein,Human coronavirus HKU1,UKN16_HKU1_9,6755,2016-04-06
XNJ64749,GenBank,PQ658411,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN16_HKU1_9,386,2016-04-06
XNJ64750,GenBank,PQ658411,,spike glycoprotein,Human coronavirus HKU1,UKN16_HKU1_9,1356,2016-04-06
XNJ64751,GenBank,PQ658411,,orf4,Human coronavirus HKU1,UKN16_HKU1_9,109,2016-04-06
XNJ64752,GenBank,PQ658411,,small membrane protein,Human coronavirus HKU1,UKN16_HKU1_9,82,2016-04-06
XNJ64753,GenBank,PQ658411,,membrane glycoprotein,Human coronavirus HKU1,UKN16_HKU1_9,223,2016-04-06
XNJ64754,GenBank,PQ658411,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN16_HKU1_9,294,2016-04-06
XNJ64755,GenBank,PQ658412,,orf1ab polyprotein,Human coronavirus HKU1,UKN16_HKU1_2,6755,2016-02-24
XNJ64756,GenBank,PQ658412,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN16_HKU1_2,386,2016-02-24
XNJ64757,GenBank,PQ658412,,spike glycoprotein,Human coronavirus HKU1,UKN16_HKU1_2,1356,2016-02-24
XNJ64758,GenBank,PQ658412,,orf4,Human coronavirus HKU1,UKN16_HKU1_2,109,2016-02-24
XNJ64759,GenBank,PQ658412,,small membrane protein,Human coronavirus HKU1,UKN16_HKU1_2,82,2016-02-24
XNJ64760,GenBank,PQ658412,,membrane glycoprotein,Human coronavirus HKU1,UKN16_HKU1_2,223,2016-02-24
XNJ64761,GenBank,PQ658412,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN16_HKU1_2,294,2016-02-24
XNJ64762,GenBank,PQ658413,,orf1ab polyprotein,Human coronavirus HKU1,UKN18_HKU1_7,6665,2018-03-02
XNJ64763,GenBank,PQ658413,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,UKN18_HKU1_7,285,2018-03-02
XNJ64764,GenBank,PQ658413,,spike glycoprotein,Human coronavirus HKU1,UKN18_HKU1_7,1112,2018-03-02
XNJ64765,GenBank,PQ658413,,orf4,Human coronavirus HKU1,UKN18_HKU1_7,109,2018-03-02
XNJ64766,GenBank,PQ658413,,small membrane protein,Human coronavirus HKU1,UKN18_HKU1_7,82,2018-03-02
XNJ64767,GenBank,PQ658413,,membrane glycoprotein,Human coronavirus HKU1,UKN18_HKU1_7,223,2018-03-02
XNJ64768,GenBank,PQ658413,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN18_HKU1_7,294,2018-03-02
XNJ64769,GenBank,PQ658414,,orf1ab polyprotein,Human coronavirus HKU1,UKN18_HKU1_14,7104,2018-04-17
XNJ64770,GenBank,PQ658414,,spike glycoprotein,Human coronavirus HKU1,UKN18_HKU1_14,747,2018-04-17
XNJ64771,GenBank,PQ658414,,orf4,Human coronavirus HKU1,UKN18_HKU1_14,109,2018-04-17
XNJ64772,GenBank,PQ658414,,small membrane protein,Human coronavirus HKU1,UKN18_HKU1_14,82,2018-04-17
XNJ64773,GenBank,PQ658414,,membrane glycoprotein,Human coronavirus HKU1,UKN18_HKU1_14,223,2018-04-17
XNJ64774,GenBank,PQ658414,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN18_HKU1_14,294,2018-04-17
XNJ64775,GenBank,PQ658415,,spike glycoprotein,Human coronavirus HKU1,UKN16_HKU1_3,1111,2016-02-29
XNJ64776,GenBank,PQ658415,,nucleocapsid phosphoprotein,Human coronavirus HKU1,UKN16_HKU1_3,294,2016-02-29
XNJ64777,GenBank,PQ658415,,ORF8,Human coronavirus HKU1,UKN16_HKU1_3,205,2016-02-29
XNJ64873,GenBank,PQ683736,,replicase polyprotein 1ab,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,7151,2019-12-01
XNJ64874,GenBank,PQ683736,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,370,2019-12-01
XNJ64875,GenBank,PQ683736,,surface glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,1351,2019-12-01
XNJ64876,GenBank,PQ683736,,ORF4 protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,73,2019-12-01
XNJ64877,GenBank,PQ683736,,small membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,82,2019-12-01
XNJ64878,GenBank,PQ683736,,membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,223,2019-12-01
XNJ64879,GenBank,PQ683736,,nucleocapsid protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,441,2019-12-01
XNJ64880,GenBank,PQ683736,,ORF8,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-214S/2019,205,2019-12-01
XNJ64881,GenBank,PQ683737,,replicase polyprotein 1ab,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,7181,2018-02-19
XNJ64882,GenBank,PQ683737,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,383,2018-02-19
XNJ64883,GenBank,PQ683737,,surface glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,1145,2018-02-19
XNJ64884,GenBank,PQ683737,,ORF4 protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,109,2018-02-19
XNJ64885,GenBank,PQ683737,,small membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,82,2018-02-19
XNJ64886,GenBank,PQ683737,,membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,223,2018-02-19
XNJ64887,GenBank,PQ683737,,nucleocapsid protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,441,2018-02-19
XNJ64888,GenBank,PQ683737,,ORF8,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-1400S/2018,205,2018-02-19
XNJ64889,GenBank,PQ683738,,replicase polyprotein 1ab,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,7174,2020-03-05
XNJ64890,GenBank,PQ683738,,surface glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,1148,2020-03-05
XNJ64891,GenBank,PQ683738,,ORF4 protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,109,2020-03-05
XNJ64892,GenBank,PQ683738,,small membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,82,2020-03-05
XNJ64893,GenBank,PQ683738,,membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,223,2020-03-05
XNJ64894,GenBank,PQ683738,,nucleocapsid protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,441,2020-03-05
XNJ64895,GenBank,PQ683738,,ORF8,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-3189S/2020,205,2020-03-05
XNJ64896,GenBank,PQ683739,,replicase polyprotein 1ab,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,7151,2023-06-13
XNJ64897,GenBank,PQ683739,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,385,2023-06-13
XNJ64898,GenBank,PQ683739,,surface glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,1351,2023-06-13
XNJ64899,GenBank,PQ683739,,ORF4 protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,109,2023-06-13
XNJ64900,GenBank,PQ683739,,small membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,82,2023-06-13
XNJ64901,GenBank,PQ683739,,membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,223,2023-06-13
XNJ64902,GenBank,PQ683739,,nucleocapsid protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,441,2023-06-13
XNJ64903,GenBank,PQ683739,,ORF8,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-21290S/2023,205,2023-06-13
XNJ64904,GenBank,PQ683740,,replicase polyprotein 1ab,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,7151,2023-06-29
XNJ64905,GenBank,PQ683740,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,370,2023-06-29
XNJ64906,GenBank,PQ683740,,ORF4 protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,71,2023-06-29
XNJ64907,GenBank,PQ683740,,small membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,82,2023-06-29
XNJ64908,GenBank,PQ683740,,membrane protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,223,2023-06-29
XNJ64909,GenBank,PQ683740,,nucleocapsid protein,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,441,2023-06-29
XNJ64910,GenBank,PQ683740,,ORF8,Human coronavirus HKU1,hCoV-HKU1/Russia/SPE-RII-22304S/2023,205,2023-06-29
XLM23422,GenBank,PQ658715,,ORF1ab protein,Human coronavirus HKU1,582760947_A8_S57,7105,2022-12
XLE37638,GenBank,PQ658715,,polyprotein 1a,Human coronavirus HKU1,582760947_A8_S57,4410,2022-12
XLE37639,GenBank,PQ658715,,nucleocapsid protein,Human coronavirus HKU1,582760947_A8_S57,441,2022-12
XLE37640,GenBank,PQ658715,,spike protein,Human coronavirus HKU1,582760947_A8_S57,1356,2022-12
XLE37641,GenBank,PQ658715,,hemagglutinin-esterase glycoprotein HE,Human coronavirus HKU1,582760947_A8_S57,386,2022-12
XEQ84010,GenBank,PQ187617,,rep1a,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,4470,2010-08-04
XEQ84011,GenBank,PQ187617,,HE,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,386,2010-08-04
XEQ84012,GenBank,PQ187617,,spike,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,1356,2010-08-04
XEQ84013,GenBank,PQ187617,,ORF4,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,109,2010-08-04
XEQ84014,GenBank,PQ187617,,envelope,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,82,2010-08-04
XEQ84015,GenBank,PQ187617,,membrane protein,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,223,2010-08-04
XEQ84016,GenBank,PQ187617,,nucleocapsid,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,441,2010-08-04
XEQ84017,GenBank,PQ187617,,rep1ab,Human coronavirus HKU1,HCoV-HKU1/1587/Singapore/2010,7181,2010-08-04
XEQ84018,GenBank,PQ187618,,rep1a,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,4470,2010-12-09
XEQ84019,GenBank,PQ187618,,HE,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,386,2010-12-09
XEQ84020,GenBank,PQ187618,,spike,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,1353,2010-12-09
XEQ84021,GenBank,PQ187618,,ORF4,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,109,2010-12-09
XEQ84022,GenBank,PQ187618,,envelope,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,82,2010-12-09
XEQ84023,GenBank,PQ187618,,membrane protein,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,223,2010-12-09
XEQ84024,GenBank,PQ187618,,nucleocapsid,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,441,2010-12-09
XEQ84025,GenBank,PQ187618,,rep1ab,Human coronavirus HKU1,HCoV-HKU1/1902/Singapore/2010,7181,2010-12-09
XEQ84026,GenBank,PQ187619,,rep1a,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,4470,2012-05-30
XEQ84027,GenBank,PQ187619,,HE,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,386,2012-05-30
XEQ84028,GenBank,PQ187619,,spike,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,1356,2012-05-30
XEQ84029,GenBank,PQ187619,,ORF4,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,109,2012-05-30
XEQ84030,GenBank,PQ187619,,envelope,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,82,2012-05-30
XEQ84031,GenBank,PQ187619,,membrane protein,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,223,2012-05-30
XEQ84032,GenBank,PQ187619,,nucleocapsid,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,441,2012-05-30
XEQ84033,GenBank,PQ187619,,rep1ab,Human coronavirus HKU1,HCoV-HKU1/2875/Singapore/2012,7181,2012-05-30
XEQ84034,GenBank,PQ187620,,rep1a,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,4470,2016-12-05
XEQ84035,GenBank,PQ187620,,HE,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,388,2016-12-05
XEQ84036,GenBank,PQ187620,,spike,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,1352,2016-12-05
XEQ84037,GenBank,PQ187620,,ORF4,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,109,2016-12-05
XEQ84038,GenBank,PQ187620,,envelope,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,82,2016-12-05
XEQ84039,GenBank,PQ187620,,membrane protein,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,223,2016-12-05
XEQ84040,GenBank,PQ187620,,nucleocapsid,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,441,2016-12-05
XEQ84041,GenBank,PQ187620,,rep1ab,Human coronavirus HKU1,HCoV-HKU1/6025K/Tanzania/2016,7181,2016-12-05
XDF39944,GenBank,PQ037248,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,7121,2023-04
XDF39945,GenBank,PQ037248,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,4410,2023-04
XDF39946,GenBank,PQ037248,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,386,2023-04
XDF39947,GenBank,PQ037248,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,1356,2023-04
XDF39948,GenBank,PQ037248,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,109,2023-04
XDF39949,GenBank,PQ037248,,envelope protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,82,2023-04
XDF39950,GenBank,PQ037248,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,223,2023-04
XDF39951,GenBank,PQ037248,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,441,2023-04
XDF39952,GenBank,PQ037248,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08213/2023,205,2023-04
XDF39953,GenBank,PQ037249,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,7121,2023-04
XDF39954,GenBank,PQ037249,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,4410,2023-04
XDF39955,GenBank,PQ037249,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,386,2023-04
XDF39956,GenBank,PQ037249,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,1356,2023-04
XDF39957,GenBank,PQ037249,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,109,2023-04
XDF39958,GenBank,PQ037249,,envelope protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,82,2023-04
XDF39959,GenBank,PQ037249,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,223,2023-04
XDF39960,GenBank,PQ037249,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,441,2023-04
XDF39961,GenBank,PQ037249,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08225/2023,205,2023-04
XDF39962,GenBank,PQ037250,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,7121,2023-04
XDF39963,GenBank,PQ037250,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,4410,2023-04
XDF39964,GenBank,PQ037250,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,386,2023-04
XDF39965,GenBank,PQ037250,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,1356,2023-04
XDF39966,GenBank,PQ037250,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,109,2023-04
XDF39967,GenBank,PQ037250,,envelope protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,82,2023-04
XDF39968,GenBank,PQ037250,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,223,2023-04
XDF39969,GenBank,PQ037250,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,441,2023-04
XDF39970,GenBank,PQ037250,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08280/2023,205,2023-04
XDF39971,GenBank,PQ037251,,ORF1ab polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,7109,2023-04
XDF39972,GenBank,PQ037251,,ORF1a polyprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,4393,2023-04
XDF39973,GenBank,PQ037251,,hemagglutinin-esterase glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,386,2023-04
XDF39974,GenBank,PQ037251,,spike glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,1356,2023-04
XDF39975,GenBank,PQ037251,,nonstructural protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,109,2023-04
XDF39976,GenBank,PQ037251,,envelope protein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,82,2023-04
XDF39977,GenBank,PQ037251,,membrane glycoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,223,2023-04
XDF39978,GenBank,PQ037251,,nucleocapsid phosphoprotein,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,441,2023-04
XDF39979,GenBank,PQ037251,,nucleocapsid phosphoprotein 2,Human coronavirus HKU1,HCoV-HKU1/USA/MD-ARIA-08297/2023,205,2023-04
BFM37558,GenBank,LC817375,,orflab polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,7181,2023
BFM37559,GenBank,LC817375,,orf1a polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,4470,2023
BFM37560,GenBank,LC817375,,hemagglutinin-esterase protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,385,2023
BFM37561,GenBank,LC817375,,spike protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,1351,2023
BFM37562,GenBank,LC817375,,non-structural protein 4,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,109,2023
BFM37563,GenBank,LC817375,,envelope protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,81,2023
BFM37564,GenBank,LC817375,,membrane protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,223,2023
BFM37565,GenBank,LC817375,,nucleocapsid protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,441,2023
BFM37566,GenBank,LC817375,,orf8 protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR815_2023,205,2023
BFM37567,GenBank,LC817376,,orflab polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,7181,2023
BFM37568,GenBank,LC817376,,orf1a polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,4470,2023
BFM37569,GenBank,LC817376,,hemagglutinin-esterase protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,385,2023
BFM37570,GenBank,LC817376,,spike protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,1351,2023
BFM37571,GenBank,LC817376,,non-structural protein 4,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,109,2023
BFM37572,GenBank,LC817376,,envelope protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,82,2023
BFM37573,GenBank,LC817376,,membrane protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,223,2023
BFM37574,GenBank,LC817376,,nucleocapsid protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,441,2023
BFM37575,GenBank,LC817376,,orf8 protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR824_2023,205,2023
BFM37576,GenBank,LC817377,,orflab polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,7181,2023
BFM37577,GenBank,LC817377,,orf1a polyprotein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,4470,2023
BFM37578,GenBank,LC817377,,hemagglutinin-esterase protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,385,2023
BFM37579,GenBank,LC817377,,spike protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,1351,2023
BFM37580,GenBank,LC817377,,non-structural protein 4,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,109,2023
BFM37581,GenBank,LC817377,,envelope protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,82,2023
BFM37582,GenBank,LC817377,,membrane protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,223,2023
BFM37583,GenBank,LC817377,,nucleocapsid protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,441,2023
BFM37584,GenBank,LC817377,,orf8 protein,Human coronavirus HKU1,HCoVHKU1B_Fukushima_OR830_2023,205,2023
