Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
WDD38546,GenBank,OP675142,,spike protein,Infectious bronchitis virus,,112,2017
WDD38547,GenBank,OP675143,,spike protein,Infectious bronchitis virus,,112,2017
WDD38548,GenBank,OP675144,,spike protein,Infectious bronchitis virus,,112,2017
WDD38549,GenBank,OP675145,,spike protein,Infectious bronchitis virus,,112,2017
WDD38550,GenBank,OP675146,,spike protein,Infectious bronchitis virus,,112,2017
WDD38551,GenBank,OP675147,,spike protein,Infectious bronchitis virus,,112,2017
WDD38552,GenBank,OP675148,,spike protein,Infectious bronchitis virus,,112,2017
WDD38553,GenBank,OP675149,,spike protein,Infectious bronchitis virus,,112,2017
WDD38554,GenBank,OP675150,,spike protein,Infectious bronchitis virus,,112,2017
WDD38555,GenBank,OP675151,,spike protein,Infectious bronchitis virus,,112,2018
WDD38556,GenBank,OP675152,,spike protein,Infectious bronchitis virus,,112,2018
WDD38557,GenBank,OP675153,,spike protein,Infectious bronchitis virus,,112,2018
WDD38558,GenBank,OP675154,,spike protein,Infectious bronchitis virus,,112,2018
WDD38559,GenBank,OP675155,,spike protein,Infectious bronchitis virus,,112,2018
WDD38560,GenBank,OP675156,,spike protein,Infectious bronchitis virus,,112,2018
WDD38561,GenBank,OP675157,,spike protein,Infectious bronchitis virus,,112,2018
WDD38562,GenBank,OP675158,,spike protein,Infectious bronchitis virus,,112,2018
WDD38563,GenBank,OP675159,,spike protein,Infectious bronchitis virus,,112,2018
WDD38564,GenBank,OP675160,,spike protein,Infectious bronchitis virus,,112,2018
WDD38565,GenBank,OP675161,,spike protein,Infectious bronchitis virus,,112,2018
WDD38566,GenBank,OP675162,,spike protein,Infectious bronchitis virus,,112,2018
WDD38567,GenBank,OP675163,,spike protein,Infectious bronchitis virus,,112,2018
WDD38568,GenBank,OP675164,,spike protein,Infectious bronchitis virus,,112,2018
WDD38569,GenBank,OP675165,,spike protein,Infectious bronchitis virus,,112,2018
WDD38570,GenBank,OP675166,,spike protein,Infectious bronchitis virus,,112,2018
WDD38571,GenBank,OP675167,,spike protein,Infectious bronchitis virus,,112,2018
WDD38572,GenBank,OP675168,,spike protein,Infectious bronchitis virus,,112,2018
WDD38573,GenBank,OP675169,,spike protein,Infectious bronchitis virus,,112,2018
WDD38574,GenBank,OP675170,,spike protein,Infectious bronchitis virus,,112,2018
WDD38575,GenBank,OP675171,,spike protein,Infectious bronchitis virus,,112,2018
WDD38576,GenBank,OP675172,,spike protein,Infectious bronchitis virus,,112,2018
WDD38577,GenBank,OP675173,,spike protein,Infectious bronchitis virus,,112,2018
WDD38578,GenBank,OP675174,,spike protein,Infectious bronchitis virus,,112,2018
WDD38579,GenBank,OP675175,,spike protein,Infectious bronchitis virus,,112,2018
WDD38580,GenBank,OP675176,,spike protein,Infectious bronchitis virus,,112,2018
WDD38581,GenBank,OP675177,,spike protein,Infectious bronchitis virus,,112,2018
WDD38582,GenBank,OP675178,,spike protein,Infectious bronchitis virus,,112,2018
WDD38583,GenBank,OP675179,,spike protein,Infectious bronchitis virus,,112,2018
WDD38584,GenBank,OP675180,,spike protein,Infectious bronchitis virus,,112,2018
WDD38585,GenBank,OP675181,,spike protein,Infectious bronchitis virus,,112,2018
WDD38586,GenBank,OP675182,,spike protein,Infectious bronchitis virus,,112,2018
WDD38587,GenBank,OP675183,,spike protein,Infectious bronchitis virus,,112,2018
WDD38588,GenBank,OP675184,,spike protein,Infectious bronchitis virus,,112,2018
WDD38589,GenBank,OP675185,,spike protein,Infectious bronchitis virus,,112,2018
WDD38590,GenBank,OP675186,,spike protein,Infectious bronchitis virus,,112,2018
WDD38591,GenBank,OP675187,,spike protein,Infectious bronchitis virus,,112,2018
WDD38592,GenBank,OP675188,,spike protein,Infectious bronchitis virus,,112,2018
WDD38593,GenBank,OP675189,,spike protein,Infectious bronchitis virus,,112,2018
WDD38594,GenBank,OP675190,,spike protein,Infectious bronchitis virus,,112,2018
WDD38595,GenBank,OP675191,,spike protein,Infectious bronchitis virus,,112,2018
WDD38596,GenBank,OP675192,,spike protein,Infectious bronchitis virus,,112,2018
WDD38597,GenBank,OP675193,,spike protein,Infectious bronchitis virus,,112,2018
WDD38598,GenBank,OP675194,,spike protein,Infectious bronchitis virus,,112,2018
WDD38599,GenBank,OP675195,,spike protein,Infectious bronchitis virus,,112,2018
WDD38600,GenBank,OP675196,,spike protein,Infectious bronchitis virus,,112,2018
WDD38601,GenBank,OP675197,,spike protein,Infectious bronchitis virus,,112,2018
WDD38602,GenBank,OP675198,,spike protein,Infectious bronchitis virus,,112,2018
WDD38603,GenBank,OP675199,,spike protein,Infectious bronchitis virus,,112,2018
WDD38604,GenBank,OP675200,,spike protein,Infectious bronchitis virus,,112,2018
WDD38605,GenBank,OP675201,,spike protein,Infectious bronchitis virus,,112,2018
WDD38606,GenBank,OP675202,,spike protein,Infectious bronchitis virus,,112,2018
WDD38607,GenBank,OP675203,,spike protein,Infectious bronchitis virus,,112,2018
WDD38608,GenBank,OP675204,,spike protein,Infectious bronchitis virus,,112,2018
WDD38609,GenBank,OP675205,,spike protein,Infectious bronchitis virus,,112,2018
WDD38610,GenBank,OP675206,,spike protein,Infectious bronchitis virus,,112,2018
WDD38611,GenBank,OP675207,,spike protein,Infectious bronchitis virus,,112,2018
WDD38612,GenBank,OP675208,,spike protein,Infectious bronchitis virus,,112,2018
WDD38613,GenBank,OP675209,,spike protein,Infectious bronchitis virus,,112,2018
WDD38614,GenBank,OP675210,,spike protein,Infectious bronchitis virus,,112,2018
WDD38615,GenBank,OP675211,,spike protein,Infectious bronchitis virus,,112,2018
WDD38616,GenBank,OP675212,,spike protein,Infectious bronchitis virus,,112,2018
WDD38617,GenBank,OP675213,,spike protein,Infectious bronchitis virus,,112,2018
WDD38618,GenBank,OP675214,,spike protein,Infectious bronchitis virus,,112,2018
WDD38619,GenBank,OP675215,,spike protein,Infectious bronchitis virus,,112,2018
WDD38620,GenBank,OP675216,,spike protein,Infectious bronchitis virus,,112,2018
WDD38621,GenBank,OP675217,,spike protein,Infectious bronchitis virus,,112,2018
WDD38622,GenBank,OP675218,,spike protein,Infectious bronchitis virus,,112,2018
WDD38623,GenBank,OP675219,,spike protein,Infectious bronchitis virus,,112,2018
WDD38624,GenBank,OP675220,,spike protein,Infectious bronchitis virus,,112,2018
WDD38625,GenBank,OP675221,,spike protein,Infectious bronchitis virus,,112,2018
WDD38626,GenBank,OP675222,,spike protein,Infectious bronchitis virus,,112,2018
WDD38627,GenBank,OP675223,,spike protein,Infectious bronchitis virus,,112,2018
WDD38628,GenBank,OP675224,,spike protein,Infectious bronchitis virus,,112,2018
WDD38629,GenBank,OP675225,,spike protein,Infectious bronchitis virus,,112,2018
WDD38630,GenBank,OP675226,,spike protein,Infectious bronchitis virus,,112,2018
WDD38631,GenBank,OP675227,,spike protein,Infectious bronchitis virus,,112,2018
WDD38632,GenBank,OP675228,,spike protein,Infectious bronchitis virus,,112,2018
WDD38633,GenBank,OP675229,,spike protein,Infectious bronchitis virus,,112,2018
WDD38634,GenBank,OP675230,,spike protein,Infectious bronchitis virus,,112,2018
WDD38635,GenBank,OP675231,,spike protein,Infectious bronchitis virus,,112,2018
WDD38636,GenBank,OP675232,,spike protein,Infectious bronchitis virus,,112,2018
WDD38637,GenBank,OP675233,,spike protein,Infectious bronchitis virus,,112,2018
WDD38638,GenBank,OP675234,,spike protein,Infectious bronchitis virus,,112,2018
WDD38639,GenBank,OP675235,,spike protein,Infectious bronchitis virus,,112,2018
WDD38640,GenBank,OP675236,,spike protein,Infectious bronchitis virus,,112,2018
WDD38641,GenBank,OP675237,,spike protein,Infectious bronchitis virus,,112,2018
WDD38642,GenBank,OP675238,,spike protein,Infectious bronchitis virus,,112,2018
WDD38643,GenBank,OP675239,,spike protein,Infectious bronchitis virus,,112,2018
WDD38644,GenBank,OP675240,,spike protein,Infectious bronchitis virus,,112,2018
WDD38645,GenBank,OP675241,,spike protein,Infectious bronchitis virus,,112,2018
WDD38646,GenBank,OP675242,,spike protein,Infectious bronchitis virus,,112,2018
WDD38647,GenBank,OP675243,,spike protein,Infectious bronchitis virus,,112,2018
WDD38648,GenBank,OP675244,,spike protein,Infectious bronchitis virus,,112,2018
WDD38649,GenBank,OP675245,,spike protein,Infectious bronchitis virus,,112,2018
WDD38650,GenBank,OP675246,,spike protein,Infectious bronchitis virus,,112,2018
WDD38651,GenBank,OP675247,,spike protein,Infectious bronchitis virus,,112,2018
WDD38652,GenBank,OP675248,,spike protein,Infectious bronchitis virus,,112,2018
WDD38653,GenBank,OP675249,,spike protein,Infectious bronchitis virus,,112,2018
WDD38654,GenBank,OP675250,,spike protein,Infectious bronchitis virus,,112,2018
WDD38655,GenBank,OP675251,,spike protein,Infectious bronchitis virus,,112,2018
WDD38656,GenBank,OP675252,,spike protein,Infectious bronchitis virus,,112,2018
WDD38657,GenBank,OP675253,,spike protein,Infectious bronchitis virus,,112,2018
WDD38658,GenBank,OP675254,,spike protein,Infectious bronchitis virus,,112,2018
WDD38659,GenBank,OP675255,,spike protein,Infectious bronchitis virus,,112,2018
WDD38660,GenBank,OP675256,,spike protein,Infectious bronchitis virus,,112,2018
WDD38661,GenBank,OP675257,,spike protein,Infectious bronchitis virus,,112,2018
WDD38662,GenBank,OP675258,,spike protein,Infectious bronchitis virus,,112,2018
WDD38663,GenBank,OP675259,,spike protein,Infectious bronchitis virus,,112,2018
WDD38664,GenBank,OP675260,,spike protein,Infectious bronchitis virus,,112,2018
WDD38665,GenBank,OP675261,,spike protein,Infectious bronchitis virus,,112,2018
WDD38666,GenBank,OP675262,,spike protein,Infectious bronchitis virus,,112,2018
WDD38667,GenBank,OP675263,,spike protein,Infectious bronchitis virus,,112,2018
WDD38668,GenBank,OP675264,,spike protein,Infectious bronchitis virus,,112,2018
WDD38669,GenBank,OP675265,,spike protein,Infectious bronchitis virus,,112,2018
WDD38670,GenBank,OP675266,,spike protein,Infectious bronchitis virus,,112,2018
WDD38671,GenBank,OP675267,,spike protein,Infectious bronchitis virus,,112,2018
WDD38672,GenBank,OP675268,,spike protein,Infectious bronchitis virus,,112,2018
WDD38673,GenBank,OP675269,,spike protein,Infectious bronchitis virus,,112,2018
WDD38674,GenBank,OP675270,,spike protein,Infectious bronchitis virus,,112,2018
WDD38675,GenBank,OP675271,,spike protein,Infectious bronchitis virus,,112,2018
WDD38676,GenBank,OP675272,,spike protein,Infectious bronchitis virus,,112,2018
WDD38677,GenBank,OP675273,,spike protein,Infectious bronchitis virus,,112,2018
WDD38678,GenBank,OP675274,,spike protein,Infectious bronchitis virus,,112,2018
WDD38679,GenBank,OP675275,,spike protein,Infectious bronchitis virus,,112,2018
WDD38680,GenBank,OP675276,,spike protein,Infectious bronchitis virus,,112,2018
WDD38681,GenBank,OP675277,,spike protein,Infectious bronchitis virus,,112,2018
WDD38682,GenBank,OP675278,,spike protein,Infectious bronchitis virus,,112,2018
WDD38683,GenBank,OP675279,,spike protein,Infectious bronchitis virus,,112,2018
WDD38684,GenBank,OP675280,,spike protein,Infectious bronchitis virus,,112,2018
WDD38685,GenBank,OP675281,,spike protein,Infectious bronchitis virus,,112,2018
WDD38686,GenBank,OP675282,,spike protein,Infectious bronchitis virus,,112,2019
WDD38687,GenBank,OP675283,,spike protein,Infectious bronchitis virus,,112,2019
WDD38688,GenBank,OP675284,,spike protein,Infectious bronchitis virus,,112,2019
WDD38689,GenBank,OP675285,,spike protein,Infectious bronchitis virus,,112,2019
WDD38690,GenBank,OP675286,,spike protein,Infectious bronchitis virus,,112,2019
WDD38691,GenBank,OP675287,,spike protein,Infectious bronchitis virus,,112,2019
WDD38692,GenBank,OP675288,,spike protein,Infectious bronchitis virus,,112,2019
WDD38693,GenBank,OP675289,,spike protein,Infectious bronchitis virus,,112,2019
WDD38694,GenBank,OP675290,,spike protein,Infectious bronchitis virus,,112,2019
WDD38695,GenBank,OP675291,,spike protein,Infectious bronchitis virus,,112,2019
WDD38696,GenBank,OP675292,,spike protein,Infectious bronchitis virus,,112,2019
WDD38697,GenBank,OP675293,,spike protein,Infectious bronchitis virus,,112,2019
WDD38698,GenBank,OP675294,,spike protein,Infectious bronchitis virus,,112,2019
WDD38699,GenBank,OP675295,,spike protein,Infectious bronchitis virus,,112,2019
WDD38700,GenBank,OP675296,,spike protein,Infectious bronchitis virus,,112,2019
WDD38701,GenBank,OP675297,,spike protein,Infectious bronchitis virus,,112,2019
WDD38702,GenBank,OP675298,,spike protein,Infectious bronchitis virus,,112,2019
WDD38703,GenBank,OP675299,,spike protein,Infectious bronchitis virus,,112,2019
WDD38704,GenBank,OP675300,,spike protein,Infectious bronchitis virus,,112,2019
WDD38705,GenBank,OP675301,,spike protein,Infectious bronchitis virus,,112,2019
WDD38706,GenBank,OP675302,,spike protein,Infectious bronchitis virus,,112,2019
WDD38707,GenBank,OP675303,,spike protein,Infectious bronchitis virus,,112,2019
WDD38708,GenBank,OP675304,,spike protein,Infectious bronchitis virus,,112,2019
WDD38709,GenBank,OP675305,,spike protein,Infectious bronchitis virus,,112,2019
WDD38710,GenBank,OP675306,,spike protein,Infectious bronchitis virus,,112,2019
WDD38711,GenBank,OP675307,,spike protein,Infectious bronchitis virus,,112,2019
WDD38712,GenBank,OP675308,,spike protein,Infectious bronchitis virus,,112,2019
WDD38713,GenBank,OP675309,,spike protein,Infectious bronchitis virus,,112,2019
WDD38714,GenBank,OP675310,,spike protein,Infectious bronchitis virus,,112,2019
WDD38715,GenBank,OP675311,,spike protein,Infectious bronchitis virus,,112,2019
WDD38716,GenBank,OP675312,,spike protein,Infectious bronchitis virus,,112,2019
WDD38717,GenBank,OP675313,,spike protein,Infectious bronchitis virus,,112,2019
WDD38718,GenBank,OP675314,,spike protein,Infectious bronchitis virus,,112,2019
WDD38719,GenBank,OP675315,,spike protein,Infectious bronchitis virus,,112,2019
WDD38720,GenBank,OP675316,,spike protein,Infectious bronchitis virus,,112,2019
WDD38721,GenBank,OP675317,,spike protein,Infectious bronchitis virus,,112,2019
WDD38722,GenBank,OP675318,,spike protein,Infectious bronchitis virus,,112,2019
WDD38723,GenBank,OP675319,,spike protein,Infectious bronchitis virus,,112,2019
WDD38724,GenBank,OP675320,,spike protein,Infectious bronchitis virus,,112,2019
WDD38725,GenBank,OP675321,,spike protein,Infectious bronchitis virus,,112,2019
WDD38726,GenBank,OP675322,,spike protein,Infectious bronchitis virus,,112,2019
WDD38727,GenBank,OP675323,,spike protein,Infectious bronchitis virus,,112,2019
WDD38728,GenBank,OP675324,,spike protein,Infectious bronchitis virus,,112,2019
WDD38729,GenBank,OP675325,,spike protein,Infectious bronchitis virus,,112,2019
WDD38730,GenBank,OP675326,,spike protein,Infectious bronchitis virus,,112,2019
WDD38731,GenBank,OP675327,,spike protein,Infectious bronchitis virus,,112,2019
WDD38732,GenBank,OP675328,,spike protein,Infectious bronchitis virus,,112,2019
WDD38733,GenBank,OP675329,,spike protein,Infectious bronchitis virus,,112,2019
WDD38734,GenBank,OP675330,,spike protein,Infectious bronchitis virus,,112,2019
WDD38735,GenBank,OP675331,,spike protein,Infectious bronchitis virus,,112,2019
WDD38736,GenBank,OP675332,,spike protein,Infectious bronchitis virus,,112,2019
WDD38737,GenBank,OP675333,,spike protein,Infectious bronchitis virus,,112,2019
WDD38738,GenBank,OP675334,,spike protein,Infectious bronchitis virus,,112,2019
WDD38739,GenBank,OP675335,,spike protein,Infectious bronchitis virus,,112,2019
WDD38740,GenBank,OP675336,,spike protein,Infectious bronchitis virus,,112,2019
WDD38741,GenBank,OP675337,,spike protein,Infectious bronchitis virus,,112,2019
WDD38742,GenBank,OP675338,,spike protein,Infectious bronchitis virus,,112,2019
WDD38743,GenBank,OP675339,,spike protein,Infectious bronchitis virus,,112,2019
WDD38744,GenBank,OP675340,,spike protein,Infectious bronchitis virus,,112,2019
WDD38745,GenBank,OP675341,,spike protein,Infectious bronchitis virus,,112,2019
WDD38746,GenBank,OP675342,,spike protein,Infectious bronchitis virus,,112,2019
WDD38747,GenBank,OP675343,,spike protein,Infectious bronchitis virus,,112,2019
WDD38748,GenBank,OP675344,,spike protein,Infectious bronchitis virus,,112,2019
WDD38749,GenBank,OP675345,,spike protein,Infectious bronchitis virus,,112,2019
WDD38750,GenBank,OP675346,,spike protein,Infectious bronchitis virus,,112,2019
WDD38751,GenBank,OP675347,,spike protein,Infectious bronchitis virus,,112,2019
WDD38752,GenBank,OP675348,,spike protein,Infectious bronchitis virus,,112,2019
WDD38753,GenBank,OP675349,,spike protein,Infectious bronchitis virus,,112,2019
WDD38754,GenBank,OP675350,,spike protein,Infectious bronchitis virus,,112,2019
WDD38755,GenBank,OP675351,,spike protein,Infectious bronchitis virus,,112,2019
WDD38756,GenBank,OP675352,,spike protein,Infectious bronchitis virus,,112,2019
WDD38757,GenBank,OP675353,,spike protein,Infectious bronchitis virus,,112,2019
WDD38758,GenBank,OP675354,,spike protein,Infectious bronchitis virus,,112,2019
WDD38759,GenBank,OP675355,,spike protein,Infectious bronchitis virus,,112,2019
WDD38760,GenBank,OP675356,,spike protein,Infectious bronchitis virus,,112,2019
WDD38761,GenBank,OP675357,,spike protein,Infectious bronchitis virus,,112,2019
WDD38762,GenBank,OP675358,,spike protein,Infectious bronchitis virus,,112,2019
WDD38763,GenBank,OP675359,,spike protein,Infectious bronchitis virus,,112,2019
WDD38764,GenBank,OP675360,,spike protein,Infectious bronchitis virus,,112,2019
WDD38765,GenBank,OP675361,,spike protein,Infectious bronchitis virus,,112,2019
WDD38766,GenBank,OP675362,,spike protein,Infectious bronchitis virus,,112,2019
WDD38767,GenBank,OP675363,,spike protein,Infectious bronchitis virus,,112,2019
WDD38768,GenBank,OP675364,,spike protein,Infectious bronchitis virus,,112,2019
WDD38769,GenBank,OP675365,,spike protein,Infectious bronchitis virus,,112,2019
WDD38770,GenBank,OP675366,,spike protein,Infectious bronchitis virus,,112,2019
WDD38771,GenBank,OP675367,,spike protein,Infectious bronchitis virus,,112,2019
WDD38772,GenBank,OP675368,,spike protein,Infectious bronchitis virus,,112,2019
WDD38773,GenBank,OP675369,,spike protein,Infectious bronchitis virus,,112,2019
WDD38774,GenBank,OP675370,,spike protein,Infectious bronchitis virus,,112,2019
WDD38775,GenBank,OP675371,,spike protein,Infectious bronchitis virus,,112,2019
WDD38776,GenBank,OP675372,,spike protein,Infectious bronchitis virus,,112,2019
WDD38777,GenBank,OP675373,,spike protein,Infectious bronchitis virus,,112,2019
WDD38778,GenBank,OP675374,,spike protein,Infectious bronchitis virus,,112,2019
WDD38779,GenBank,OP675375,,spike protein,Infectious bronchitis virus,,112,2019
WDD38780,GenBank,OP675376,,spike protein,Infectious bronchitis virus,,112,2019
WDD38781,GenBank,OP675377,,spike protein,Infectious bronchitis virus,,112,2019
WDD38782,GenBank,OP675378,,spike protein,Infectious bronchitis virus,,112,2019
WDD38783,GenBank,OP675379,,spike protein,Infectious bronchitis virus,,112,2019
WDD38784,GenBank,OP675380,,spike protein,Infectious bronchitis virus,,112,2019
WDD38785,GenBank,OP675381,,spike protein,Infectious bronchitis virus,,112,2020
WDD38786,GenBank,OP675382,,spike protein,Infectious bronchitis virus,,112,2020
WDD38787,GenBank,OP675383,,spike protein,Infectious bronchitis virus,,112,2020
WDD38788,GenBank,OP675384,,spike protein,Infectious bronchitis virus,,112,2020
WDD38789,GenBank,OP675385,,spike protein,Infectious bronchitis virus,,112,2020
WDD38790,GenBank,OP675386,,spike protein,Infectious bronchitis virus,,112,2020
WDD38791,GenBank,OP675387,,spike protein,Infectious bronchitis virus,,112,2020
WDD38792,GenBank,OP675388,,spike protein,Infectious bronchitis virus,,112,2020
WDD38793,GenBank,OP675389,,spike protein,Infectious bronchitis virus,,112,2020
WDD38794,GenBank,OP675390,,spike protein,Infectious bronchitis virus,,112,2020
WDD38795,GenBank,OP675391,,spike protein,Infectious bronchitis virus,,112,2020
WDD38796,GenBank,OP675392,,spike protein,Infectious bronchitis virus,,112,2020
WDD38797,GenBank,OP675393,,spike protein,Infectious bronchitis virus,,112,2020
WDD38798,GenBank,OP675394,,spike protein,Infectious bronchitis virus,,112,2020
WDD38799,GenBank,OP675395,,spike protein,Infectious bronchitis virus,,112,2020
WDD38800,GenBank,OP675396,,spike protein,Infectious bronchitis virus,,112,2020
WDD38801,GenBank,OP675397,,spike protein,Infectious bronchitis virus,,112,2020
WDD38802,GenBank,OP675398,,spike protein,Infectious bronchitis virus,,112,2020
WDD38803,GenBank,OP675399,,spike protein,Infectious bronchitis virus,,112,2020
WDD38804,GenBank,OP675400,,spike protein,Infectious bronchitis virus,,112,2020
WDD38805,GenBank,OP675401,,spike protein,Infectious bronchitis virus,,112,2020
WDD38806,GenBank,OP675402,,spike protein,Infectious bronchitis virus,,112,2020
WDD38807,GenBank,OP675403,,spike protein,Infectious bronchitis virus,,112,2020
WDD38808,GenBank,OP675404,,spike protein,Infectious bronchitis virus,,112,2020
WDD38809,GenBank,OP675405,,spike protein,Infectious bronchitis virus,,112,2020
WDD38810,GenBank,OP675406,,spike protein,Infectious bronchitis virus,,112,2020
WDD38811,GenBank,OP675407,,spike protein,Infectious bronchitis virus,,112,2020
WDD38812,GenBank,OP675408,,spike protein,Infectious bronchitis virus,,112,2020
WDD38813,GenBank,OP675409,,spike protein,Infectious bronchitis virus,,112,2020
WDD38814,GenBank,OP675410,,spike protein,Infectious bronchitis virus,,112,2020
WDD38815,GenBank,OP675411,,spike protein,Infectious bronchitis virus,,112,2020
WDD38816,GenBank,OP675412,,spike protein,Infectious bronchitis virus,,112,2020
WDD38817,GenBank,OP675413,,spike protein,Infectious bronchitis virus,,112,2020
WDD38818,GenBank,OP675414,,spike protein,Infectious bronchitis virus,,112,2020
WDD38819,GenBank,OP675415,,spike protein,Infectious bronchitis virus,,112,2020
WDD38820,GenBank,OP675416,,spike protein,Infectious bronchitis virus,,112,2020
WDD38821,GenBank,OP675417,,spike protein,Infectious bronchitis virus,,112,2020
WDD38822,GenBank,OP675418,,spike protein,Infectious bronchitis virus,,112,2020
WDD38823,GenBank,OP675419,,spike protein,Infectious bronchitis virus,,112,2020
WDD38824,GenBank,OP675420,,spike protein,Infectious bronchitis virus,,112,2020
WDD38825,GenBank,OP675421,,spike protein,Infectious bronchitis virus,,112,2020
WDD38826,GenBank,OP675422,,spike protein,Infectious bronchitis virus,,112,2020
WDD38827,GenBank,OP675423,,spike protein,Infectious bronchitis virus,,112,2020
WDD38828,GenBank,OP675424,,spike protein,Infectious bronchitis virus,,112,2020
WDD38829,GenBank,OP675425,,spike protein,Infectious bronchitis virus,,112,2020
WDD38830,GenBank,OP675426,,spike protein,Infectious bronchitis virus,,112,2020
WDD38831,GenBank,OP675427,,spike protein,Infectious bronchitis virus,,112,2020
WDD38832,GenBank,OP675428,,spike protein,Infectious bronchitis virus,,112,2020
WDD38833,GenBank,OP675429,,spike protein,Infectious bronchitis virus,,112,2020
WDD38834,GenBank,OP675430,,spike protein,Infectious bronchitis virus,,112,2020
WDD38835,GenBank,OP675431,,spike protein,Infectious bronchitis virus,,112,2020
WDD38836,GenBank,OP675432,,spike protein,Infectious bronchitis virus,,112,2020
WDD38837,GenBank,OP675433,,spike protein,Infectious bronchitis virus,,112,2020
WDD38838,GenBank,OP675434,,spike protein,Infectious bronchitis virus,,112,2020
WDD38839,GenBank,OP675435,,spike protein,Infectious bronchitis virus,,112,2020
WDD58160,GenBank,ON637138,,spike protein,Infectious bronchitis virus,,83,2018
WCR75846,GenBank,ON419876,,pp1ab,Infectious bronchitis virus,AR/01/BA/8Hu8,6621,2001
WCR75847,GenBank,ON419876,,spike protein,Infectious bronchitis virus,AR/01/BA/8Hu8,1169,2001
WCR75848,GenBank,ON419876,,3a protein,Infectious bronchitis virus,AR/01/BA/8Hu8,57,2001
WCR75849,GenBank,ON419876,,3b protein,Infectious bronchitis virus,AR/01/BA/8Hu8,64,2001
WCR75850,GenBank,ON419876,,envelope protein,Infectious bronchitis virus,AR/01/BA/8Hu8,102,2001
WCR75851,GenBank,ON419876,,membrane protein,Infectious bronchitis virus,AR/01/BA/8Hu8,226,2001
WCR75852,GenBank,ON419876,,5a protein,Infectious bronchitis virus,AR/01/BA/8Hu8,65,2001
WCR75853,GenBank,ON419876,,5b protein,Infectious bronchitis virus,AR/01/BA/8Hu8,82,2001
WCR75854,GenBank,ON419876,,nucleocapsid protein,Infectious bronchitis virus,AR/01/BA/8Hu8,409,2001
WCR75855,GenBank,ON419876,,6b protein,Infectious bronchitis virus,AR/01/BA/8Hu8,74,2001
WCR75856,GenBank,ON419877,,pp1ab,Infectious bronchitis virus,UY/14/CA/14-3,6610,2014
WCR75857,GenBank,ON419877,,spike protein,Infectious bronchitis virus,UY/14/CA/14-3,1169,2014
WCR75858,GenBank,ON419877,,3a protein,Infectious bronchitis virus,UY/14/CA/14-3,57,2014
WCR75859,GenBank,ON419877,,3b protein,Infectious bronchitis virus,UY/14/CA/14-3,64,2014
WCR75860,GenBank,ON419877,,envelope protein,Infectious bronchitis virus,UY/14/CA/14-3,102,2014
WCR75861,GenBank,ON419877,,membrane protein,Infectious bronchitis virus,UY/14/CA/14-3,226,2014
WCR75862,GenBank,ON419877,,5a protein,Infectious bronchitis virus,UY/14/CA/14-3,65,2014
WCR75863,GenBank,ON419877,,5b protein,Infectious bronchitis virus,UY/14/CA/14-3,82,2014
WCR75864,GenBank,ON419877,,nucleocapsid protein,Infectious bronchitis virus,UY/14/CA/14-3,409,2014
WCR75865,GenBank,ON419877,,6b protein,Infectious bronchitis virus,UY/14/CA/14-3,74,2014
WCR75866,GenBank,ON419878,,pp1ab,Infectious bronchitis virus,UY/12/CA/33,6610,2012
WCR75867,GenBank,ON419878,,spike protein,Infectious bronchitis virus,UY/12/CA/33,1169,2012
WCR75868,GenBank,ON419878,,3a protein,Infectious bronchitis virus,UY/12/CA/33,57,2012
WCR75869,GenBank,ON419878,,3b protein,Infectious bronchitis virus,UY/12/CA/33,64,2012
WCR75870,GenBank,ON419878,,envelope protein,Infectious bronchitis virus,UY/12/CA/33,102,2012
WCR75871,GenBank,ON419878,,membrane protein,Infectious bronchitis virus,UY/12/CA/33,226,2012
WCR75872,GenBank,ON419878,,5a protein,Infectious bronchitis virus,UY/12/CA/33,65,2012
WCR75873,GenBank,ON419878,,5b protein,Infectious bronchitis virus,UY/12/CA/33,82,2012
WCR75874,GenBank,ON419878,,nucleocapsid protein,Infectious bronchitis virus,UY/12/CA/33,409,2012
WCR75875,GenBank,ON419878,,6b protein,Infectious bronchitis virus,UY/12/CA/33,74,2012
WCR75876,GenBank,ON419879,,pp1ab,Infectious bronchitis virus,UY/12/CA/35,6610,2012
WCR75877,GenBank,ON419879,,spike protein,Infectious bronchitis virus,UY/12/CA/35,1169,2012
WCR75878,GenBank,ON419879,,3a protein,Infectious bronchitis virus,UY/12/CA/35,57,2012
WCR75879,GenBank,ON419879,,3b protein,Infectious bronchitis virus,UY/12/CA/35,64,2012
WCR75880,GenBank,ON419879,,envelope protein,Infectious bronchitis virus,UY/12/CA/35,102,2012
WCR75881,GenBank,ON419879,,membrane protein,Infectious bronchitis virus,UY/12/CA/35,226,2012
WCR75882,GenBank,ON419879,,5a protein,Infectious bronchitis virus,UY/12/CA/35,65,2012
WCR75883,GenBank,ON419879,,5b protein,Infectious bronchitis virus,UY/12/CA/35,82,2012
WCR75884,GenBank,ON419879,,nucleocapsid protein,Infectious bronchitis virus,UY/12/CA/35,409,2012
WCR75885,GenBank,ON419879,,6b protein,Infectious bronchitis virus,UY/12/CA/35,74,2012
WCR75886,GenBank,ON419880,,pp1ab,Infectious bronchitis virus,UY/14/CA/17,6608,2014
