Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
XKT23510,GenBank,PQ611340,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_18,6724,2018-01-30
XKT23511,GenBank,PQ611340,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_18,1356,2018-01-30
XKT23512,GenBank,PQ611340,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_18,285,2018-01-30
XKT23513,GenBank,PQ611340,,membrane protein,Human coronavirus NL63,UKN18_NL63_18,226,2018-01-30
XKT23514,GenBank,PQ611340,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_18,225,2018-01-30
XKT23515,GenBank,PQ611340,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_18,77,2018-01-30
XKT23516,GenBank,PQ611341,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_19,6729,2018-01-31
XKT23517,GenBank,PQ611341,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_19,1355,2018-01-31
XKT23518,GenBank,PQ611341,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_19,285,2018-01-31
XKT23519,GenBank,PQ611341,,membrane protein,Human coronavirus NL63,UKN18_NL63_19,226,2018-01-31
XKT23520,GenBank,PQ611341,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_19,225,2018-01-31
XKT23521,GenBank,PQ611341,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_19,77,2018-01-31
XKT23522,GenBank,PQ611342,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_20,6724,2018-01-31
XKT23523,GenBank,PQ611342,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_20,1355,2018-01-31
XKT23524,GenBank,PQ611342,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_20,285,2018-01-31
XKT23525,GenBank,PQ611342,,membrane protein,Human coronavirus NL63,UKN18_NL63_20,226,2018-01-31
XKT23526,GenBank,PQ611342,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_20,225,2018-01-31
XKT23527,GenBank,PQ611342,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_20,77,2018-01-31
XKT23528,GenBank,PQ611343,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_21,6729,2018-02-02
XKT23529,GenBank,PQ611343,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_21,1355,2018-02-02
XKT23530,GenBank,PQ611343,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_21,285,2018-02-02
XKT23531,GenBank,PQ611343,,membrane protein,Human coronavirus NL63,UKN18_NL63_21,226,2018-02-02
XKT23532,GenBank,PQ611343,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_21,225,2018-02-02
XKT23533,GenBank,PQ611343,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_21,77,2018-02-02
XKT23534,GenBank,PQ611344,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_22,6724,2018-02-03
XKT23535,GenBank,PQ611344,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_22,1355,2018-02-03
XKT23536,GenBank,PQ611344,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_22,285,2018-02-03
XKT23537,GenBank,PQ611344,,membrane protein,Human coronavirus NL63,UKN18_NL63_22,226,2018-02-03
XKT23538,GenBank,PQ611344,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_22,225,2018-02-03
XKT23539,GenBank,PQ611344,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_22,77,2018-02-03
XKT23540,GenBank,PQ611345,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_23,6729,2018-02-05
XKT23541,GenBank,PQ611345,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_23,1355,2018-02-05
XKT23542,GenBank,PQ611345,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_23,285,2018-02-05
XKT23543,GenBank,PQ611345,,membrane protein,Human coronavirus NL63,UKN18_NL63_23,226,2018-02-05
XKT23544,GenBank,PQ611345,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_23,225,2018-02-05
XKT23545,GenBank,PQ611345,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_23,77,2018-02-05
XKT23546,GenBank,PQ611346,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_24,6729,2018-02-05
XKT23547,GenBank,PQ611346,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_24,1355,2018-02-05
XKT23548,GenBank,PQ611346,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_24,285,2018-02-05
XKT23549,GenBank,PQ611346,,membrane protein,Human coronavirus NL63,UKN18_NL63_24,226,2018-02-05
XKT23550,GenBank,PQ611346,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_24,225,2018-02-05
XKT23551,GenBank,PQ611346,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_24,77,2018-02-05
XKT23552,GenBank,PQ611347,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_25,6724,2018-02-05
XKT23553,GenBank,PQ611347,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_25,1355,2018-02-05
XKT23554,GenBank,PQ611347,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_25,285,2018-02-05
XKT23555,GenBank,PQ611347,,membrane protein,Human coronavirus NL63,UKN18_NL63_25,226,2018-02-05
XKT23556,GenBank,PQ611347,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_25,225,2018-02-05
XKT23557,GenBank,PQ611347,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_25,77,2018-02-05
XKT23558,GenBank,PQ611348,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_26,6729,2018-02-07
XKT23559,GenBank,PQ611348,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_26,1355,2018-02-07
XKT23560,GenBank,PQ611348,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_26,285,2018-02-07
XKT23561,GenBank,PQ611348,,membrane protein,Human coronavirus NL63,UKN18_NL63_26,226,2018-02-07
XKT23562,GenBank,PQ611348,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_26,225,2018-02-07
XKT23563,GenBank,PQ611348,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_26,77,2018-02-07
XKT23564,GenBank,PQ611349,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_27,6729,2018-02-07
XKT23565,GenBank,PQ611349,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_27,1355,2018-02-07
XKT23566,GenBank,PQ611349,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_27,285,2018-02-07
XKT23567,GenBank,PQ611349,,membrane protein,Human coronavirus NL63,UKN18_NL63_27,226,2018-02-07
XKT23568,GenBank,PQ611349,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_27,225,2018-02-07
XKT23569,GenBank,PQ611349,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_27,77,2018-02-07
XKT23570,GenBank,PQ611350,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_28,6684,2018-02-07
XKT23571,GenBank,PQ611350,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_28,1091,2018-02-07
XKT23572,GenBank,PQ611350,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_28,285,2018-02-07
XKT23573,GenBank,PQ611350,,membrane protein,Human coronavirus NL63,UKN18_NL63_28,226,2018-02-07
XKT23574,GenBank,PQ611350,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_28,225,2018-02-07
XKT23575,GenBank,PQ611350,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_28,77,2018-02-07
XKT23576,GenBank,PQ611351,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_29,6729,2018-02-08
XKT23577,GenBank,PQ611351,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_29,1355,2018-02-08
XKT23578,GenBank,PQ611351,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_29,285,2018-02-08
XKT23579,GenBank,PQ611351,,membrane protein,Human coronavirus NL63,UKN18_NL63_29,226,2018-02-08
XKT23580,GenBank,PQ611351,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_29,225,2018-02-08
XKT23581,GenBank,PQ611351,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_29,77,2018-02-08
XKT23582,GenBank,PQ611352,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_30,6729,2018-02-12
XKT23583,GenBank,PQ611352,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_30,1355,2018-02-12
XKT23584,GenBank,PQ611352,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_30,285,2018-02-12
XKT23585,GenBank,PQ611352,,membrane protein,Human coronavirus NL63,UKN18_NL63_30,226,2018-02-12
XKT23586,GenBank,PQ611352,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_30,225,2018-02-12
XKT23587,GenBank,PQ611352,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_30,77,2018-02-12
XKT23588,GenBank,PQ611353,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_31,6724,2018-02-15
XKT23589,GenBank,PQ611353,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_31,1355,2018-02-15
XKT23590,GenBank,PQ611353,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_31,285,2018-02-15
XKT23591,GenBank,PQ611353,,membrane protein,Human coronavirus NL63,UKN18_NL63_31,226,2018-02-15
XKT23592,GenBank,PQ611353,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_31,225,2018-02-15
XKT23593,GenBank,PQ611353,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_31,77,2018-02-15
XKT23594,GenBank,PQ611354,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_32,6724,2018-02-15
XKT23595,GenBank,PQ611354,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_32,1355,2018-02-15
XKT23596,GenBank,PQ611354,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_32,285,2018-02-15
XKT23597,GenBank,PQ611354,,membrane protein,Human coronavirus NL63,UKN18_NL63_32,226,2018-02-15
XKT23598,GenBank,PQ611354,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_32,225,2018-02-15
XKT23599,GenBank,PQ611354,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_32,77,2018-02-15
XKT23600,GenBank,PQ611355,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_33,6729,2018-02-16
XKT23601,GenBank,PQ611355,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_33,1355,2018-02-16
XKT23602,GenBank,PQ611355,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_33,285,2018-02-16
XKT23603,GenBank,PQ611355,,membrane protein,Human coronavirus NL63,UKN18_NL63_33,226,2018-02-16
XKT23604,GenBank,PQ611355,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_33,225,2018-02-16
XKT23605,GenBank,PQ611355,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_33,77,2018-02-16
XKT23606,GenBank,PQ611356,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_34,6729,2018-02-16
XKT23607,GenBank,PQ611356,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_34,1355,2018-02-16
XKT23608,GenBank,PQ611356,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_34,285,2018-02-16
XKT23609,GenBank,PQ611356,,membrane protein,Human coronavirus NL63,UKN18_NL63_34,226,2018-02-16
XKT23610,GenBank,PQ611356,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_34,225,2018-02-16
XKT23611,GenBank,PQ611356,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_34,77,2018-02-16
XKT23612,GenBank,PQ611357,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_35,6729,2018-02-19
XKT23613,GenBank,PQ611357,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_35,1355,2018-02-19
XKT23614,GenBank,PQ611357,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_35,285,2018-02-19
XKT23615,GenBank,PQ611357,,membrane protein,Human coronavirus NL63,UKN18_NL63_35,226,2018-02-19
XKT23616,GenBank,PQ611357,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_35,225,2018-02-19
XKT23617,GenBank,PQ611357,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_35,77,2018-02-19
XKT23618,GenBank,PQ611358,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_36,6729,2018-03-01
XKT23619,GenBank,PQ611358,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_36,1355,2018-03-01
XKT23620,GenBank,PQ611358,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_36,285,2018-03-01
XKT23621,GenBank,PQ611358,,membrane protein,Human coronavirus NL63,UKN18_NL63_36,233,2018-03-01
XKT23622,GenBank,PQ611358,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_36,225,2018-03-01
XKT23623,GenBank,PQ611358,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_36,77,2018-03-01
XKT23624,GenBank,PQ611359,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_37,1091,2018-02-28
XKT23625,GenBank,PQ611359,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_37,285,2018-02-28
XKT23626,GenBank,PQ611359,,membrane protein,Human coronavirus NL63,UKN18_NL63_37,226,2018-02-28
XKT23627,GenBank,PQ611359,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_37,225,2018-02-28
XKT23628,GenBank,PQ611359,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_37,77,2018-02-28
XKT23629,GenBank,PQ611360,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_38,6724,2018-03-03
XKT23630,GenBank,PQ611360,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_38,1355,2018-03-03
XKT23631,GenBank,PQ611360,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_38,285,2018-03-03
XKT23632,GenBank,PQ611360,,membrane protein,Human coronavirus NL63,UKN18_NL63_38,226,2018-03-03
XKT23633,GenBank,PQ611360,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_38,225,2018-03-03
XKT23634,GenBank,PQ611360,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_38,77,2018-03-03
XKT23635,GenBank,PQ611361,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_39,6729,2018-03-07
XKT23636,GenBank,PQ611361,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_39,1355,2018-03-07
XKT23637,GenBank,PQ611361,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_39,285,2018-03-07
XKT23638,GenBank,PQ611361,,membrane protein,Human coronavirus NL63,UKN18_NL63_39,226,2018-03-07
XKT23639,GenBank,PQ611361,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_39,225,2018-03-07
XKT23640,GenBank,PQ611361,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_39,77,2018-03-07
XKT23641,GenBank,PQ611362,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_40,6724,2018-03-08
XKT23642,GenBank,PQ611362,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_40,1355,2018-03-08
XKT23643,GenBank,PQ611362,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_40,285,2018-03-08
XKT23644,GenBank,PQ611362,,membrane protein,Human coronavirus NL63,UKN18_NL63_40,226,2018-03-08
XKT23645,GenBank,PQ611362,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_40,225,2018-03-08
XKT23646,GenBank,PQ611362,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_40,77,2018-03-08
XKT23647,GenBank,PQ611363,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_41,6729,2018-03-18
XKT23648,GenBank,PQ611363,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_41,1355,2018-03-18
XKT23649,GenBank,PQ611363,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_41,285,2018-03-18
XKT23650,GenBank,PQ611363,,membrane protein,Human coronavirus NL63,UKN18_NL63_41,226,2018-03-18
XKT23651,GenBank,PQ611363,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_41,225,2018-03-18
XKT23652,GenBank,PQ611363,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_41,77,2018-03-18
XKT23653,GenBank,PQ611364,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_42,6723,2018-03-20
XKT23654,GenBank,PQ611364,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_42,1355,2018-03-20
XKT23655,GenBank,PQ611364,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_42,285,2018-03-20
XKT23656,GenBank,PQ611364,,membrane protein,Human coronavirus NL63,UKN18_NL63_42,226,2018-03-20
XKT23657,GenBank,PQ611364,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_42,225,2018-03-20
XKT23658,GenBank,PQ611364,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_42,77,2018-03-20
XKT23659,GenBank,PQ611365,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_43,6723,2018-03-20
XKT23660,GenBank,PQ611365,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_43,1355,2018-03-20
XKT23661,GenBank,PQ611365,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_43,285,2018-03-20
XKT23662,GenBank,PQ611365,,membrane protein,Human coronavirus NL63,UKN18_NL63_43,226,2018-03-20
XKT23663,GenBank,PQ611365,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_43,225,2018-03-20
XKT23664,GenBank,PQ611365,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_43,77,2018-03-20
XKT23665,GenBank,PQ611366,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_44,6729,2018-03-29
XKT23666,GenBank,PQ611366,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_44,1355,2018-03-29
XKT23667,GenBank,PQ611366,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_44,285,2018-03-29
XKT23668,GenBank,PQ611366,,membrane protein,Human coronavirus NL63,UKN18_NL63_44,226,2018-03-29
XKT23669,GenBank,PQ611366,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_44,225,2018-03-29
XKT23670,GenBank,PQ611366,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_44,77,2018-03-29
XKT23671,GenBank,PQ611367,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_45,6729,2018-04-01
XKT23672,GenBank,PQ611367,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_45,1355,2018-04-01
XKT23673,GenBank,PQ611367,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_45,285,2018-04-01
XKT23674,GenBank,PQ611367,,membrane protein,Human coronavirus NL63,UKN18_NL63_45,226,2018-04-01
XKT23675,GenBank,PQ611367,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_45,225,2018-04-01
XKT23676,GenBank,PQ611367,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_45,77,2018-04-01
XKT23677,GenBank,PQ611368,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_46,6724,2018-04-05
XKT23678,GenBank,PQ611368,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_46,1355,2018-04-05
XKT23679,GenBank,PQ611368,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_46,285,2018-04-05
XKT23680,GenBank,PQ611368,,membrane protein,Human coronavirus NL63,UKN18_NL63_46,226,2018-04-05
XKT23681,GenBank,PQ611368,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_46,225,2018-04-05
XKT23682,GenBank,PQ611368,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_46,77,2018-04-05
XKT23683,GenBank,PQ611369,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_47,1091,2018-04-22
XKT23684,GenBank,PQ611369,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_47,285,2018-04-22
XKT23685,GenBank,PQ611369,,membrane protein,Human coronavirus NL63,UKN18_NL63_47,226,2018-04-22
XKT23686,GenBank,PQ611369,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_47,225,2018-04-22
XKT23687,GenBank,PQ611369,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_47,77,2018-04-22
XKT23688,GenBank,PQ611370,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_48,6724,2018-04-25
XKT23689,GenBank,PQ611370,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_48,1355,2018-04-25
XKT23690,GenBank,PQ611370,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_48,285,2018-04-25
XKT23691,GenBank,PQ611370,,membrane protein,Human coronavirus NL63,UKN18_NL63_48,226,2018-04-25
XKT23692,GenBank,PQ611370,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_48,225,2018-04-25
XKT23693,GenBank,PQ611370,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_48,77,2018-04-25
XKT23694,GenBank,PQ611371,,replicase polyprotein 1ab,Human coronavirus NL63,UKN18_NL63_49,6684,2018-05-09
XKT23695,GenBank,PQ611371,,spike glycoprotein,Human coronavirus NL63,UKN18_NL63_49,1091,2018-05-09
XKT23696,GenBank,PQ611371,,nucleoprotein,Human coronavirus NL63,UKN18_NL63_49,285,2018-05-09
XKT23697,GenBank,PQ611371,,membrane protein,Human coronavirus NL63,UKN18_NL63_49,226,2018-05-09
XKT23698,GenBank,PQ611371,,non-structural protein 3,Human coronavirus NL63,UKN18_NL63_49,225,2018-05-09
XKT23699,GenBank,PQ611371,,envelope small membrane protein,Human coronavirus NL63,UKN18_NL63_49,77,2018-05-09
XKT23700,GenBank,PQ611372,,replicase polyprotein 1ab,Human coronavirus NL63,UKN21_NL63_1,6724,2021-05-08
XKT23701,GenBank,PQ611372,,spike glycoprotein,Human coronavirus NL63,UKN21_NL63_1,1355,2021-05-08
XKT23702,GenBank,PQ611372,,nucleoprotein,Human coronavirus NL63,UKN21_NL63_1,285,2021-05-08
XKT23703,GenBank,PQ611372,,membrane protein,Human coronavirus NL63,UKN21_NL63_1,226,2021-05-08
XKT23704,GenBank,PQ611372,,non-structural protein 3,Human coronavirus NL63,UKN21_NL63_1,225,2021-05-08
XKT23705,GenBank,PQ611372,,envelope small membrane protein,Human coronavirus NL63,UKN21_NL63_1,77,2021-05-08
XKT23706,GenBank,PQ611373,,replicase polyprotein 1ab,Human coronavirus NL63,UKN21_NL63_2,6684,2021-05-18
XKT23707,GenBank,PQ611373,,spike glycoprotein,Human coronavirus NL63,UKN21_NL63_2,1091,2021-05-18
XKT23708,GenBank,PQ611373,,nucleoprotein,Human coronavirus NL63,UKN21_NL63_2,285,2021-05-18
XKT23709,GenBank,PQ611373,,membrane protein,Human coronavirus NL63,UKN21_NL63_2,226,2021-05-18
XKT23710,GenBank,PQ611373,,non-structural protein 3,Human coronavirus NL63,UKN21_NL63_2,225,2021-05-18
XKT23711,GenBank,PQ611373,,envelope small membrane protein,Human coronavirus NL63,UKN21_NL63_2,77,2021-05-18
XKT23712,GenBank,PQ611374,,replicase polyprotein 1ab,Human coronavirus NL63,UKN21_NL63_3,6724,2021-06-02
XKT23713,GenBank,PQ611374,,spike glycoprotein,Human coronavirus NL63,UKN21_NL63_3,1355,2021-06-02
XKT23714,GenBank,PQ611374,,nucleoprotein,Human coronavirus NL63,UKN21_NL63_3,285,2021-06-02
XKT23715,GenBank,PQ611374,,membrane protein,Human coronavirus NL63,UKN21_NL63_3,226,2021-06-02
XKT23716,GenBank,PQ611374,,non-structural protein 3,Human coronavirus NL63,UKN21_NL63_3,225,2021-06-02
XKT23717,GenBank,PQ611374,,envelope small membrane protein,Human coronavirus NL63,UKN21_NL63_3,77,2021-06-02
XKT23718,GenBank,PQ611375,,replicase polyprotein 1ab,Human coronavirus NL63,UKN21_NL63_4,6729,2021-06-07
XKT23719,GenBank,PQ611375,,spike glycoprotein,Human coronavirus NL63,UKN21_NL63_4,1355,2021-06-07
XKT23720,GenBank,PQ611375,,nucleoprotein,Human coronavirus NL63,UKN21_NL63_4,285,2021-06-07
XKT23721,GenBank,PQ611375,,membrane protein,Human coronavirus NL63,UKN21_NL63_4,226,2021-06-07
XKT23722,GenBank,PQ611375,,non-structural protein 3,Human coronavirus NL63,UKN21_NL63_4,225,2021-06-07
XKT23723,GenBank,PQ611375,,envelope small membrane protein,Human coronavirus NL63,UKN21_NL63_4,77,2021-06-07
XKT23724,GenBank,PQ611376,,replicase polyprotein 1ab,Human coronavirus NL63,UKN21_NL63_5,6724,2021-06-08
XKT23725,GenBank,PQ611376,,spike glycoprotein,Human coronavirus NL63,UKN21_NL63_5,1355,2021-06-08
XKT23726,GenBank,PQ611376,,nucleoprotein,Human coronavirus NL63,UKN21_NL63_5,285,2021-06-08
XKT23727,GenBank,PQ611376,,membrane protein,Human coronavirus NL63,UKN21_NL63_5,226,2021-06-08
XKT23728,GenBank,PQ611376,,non-structural protein 3,Human coronavirus NL63,UKN21_NL63_5,225,2021-06-08
XKT23729,GenBank,PQ611376,,envelope small membrane protein,Human coronavirus NL63,UKN21_NL63_5,77,2021-06-08
XKT23730,GenBank,PQ611377,,spike glycoprotein,Human coronavirus NL63,UKN22_NL63_1,1091,2022-03-16
XKT23731,GenBank,PQ611377,,nucleoprotein,Human coronavirus NL63,UKN22_NL63_1,285,2022-03-16
XKT23732,GenBank,PQ611377,,membrane protein,Human coronavirus NL63,UKN22_NL63_1,226,2022-03-16
XKT23733,GenBank,PQ611377,,non-structural protein 3,Human coronavirus NL63,UKN22_NL63_1,225,2022-03-16
XKT23734,GenBank,PQ611377,,envelope small membrane protein,Human coronavirus NL63,UKN22_NL63_1,77,2022-03-16
XKT23735,GenBank,PQ611378,,spike glycoprotein,Human coronavirus NL63,UKN22_NL63_2,1091,2022-03-29
XKT23736,GenBank,PQ611378,,nucleoprotein,Human coronavirus NL63,UKN22_NL63_2,285,2022-03-29
XKT23737,GenBank,PQ611378,,membrane protein,Human coronavirus NL63,UKN22_NL63_2,226,2022-03-29
XKT23738,GenBank,PQ611378,,non-structural protein 3,Human coronavirus NL63,UKN22_NL63_2,227,2022-03-29
XKT23739,GenBank,PQ611378,,envelope small membrane protein,Human coronavirus NL63,UKN22_NL63_2,76,2022-03-29
XKT23740,GenBank,PQ611379,,replicase polyprotein 1ab,Human coronavirus NL63,UKN22_NL63_3,6724,2022-05-03
XKT23741,GenBank,PQ611379,,spike glycoprotein,Human coronavirus NL63,UKN22_NL63_3,1355,2022-05-03
XKT23742,GenBank,PQ611379,,nucleoprotein,Human coronavirus NL63,UKN22_NL63_3,285,2022-05-03
XKT23743,GenBank,PQ611379,,membrane protein,Human coronavirus NL63,UKN22_NL63_3,226,2022-05-03
XKT23744,GenBank,PQ611379,,non-structural protein 3,Human coronavirus NL63,UKN22_NL63_3,225,2022-05-03
XKT23745,GenBank,PQ611379,,envelope small membrane protein,Human coronavirus NL63,UKN22_NL63_3,77,2022-05-03
XKT23746,GenBank,PQ611380,,replicase polyprotein 1ab,Human coronavirus NL63,UKN22_NL63_4,6727,2022-05-13
XKT23747,GenBank,PQ611380,,spike glycoprotein,Human coronavirus NL63,UKN22_NL63_4,1355,2022-05-13
